Number of planted biclusters: 52
Bicluster coverage: 12.922558922558922%
Missing values on dataset: 0.0%
Noise values on dataset: 2.5016835016835017%
Errors on dataset: 0.7037037037037037%


Bicluster #0 (75, 4)
Rows=[12,25,34,52,59,71,74,83,88,91,92,96,106,112,116,122,125,132,133,138,169,211,214,215,224,236,240,245,247,253,259,260,271,283,291,295,299,305,328,333,338,346,357,359,388,400,413,414,417,422,431,432,448,450,460,466,476,492,506,507,510,513,534,573,577,578,579,593,594,602,611,618,626,628,645], Columns=[43,73,77,142], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=6.67, %Errors=6, PlaidCoherency=Additive

X	y43	y73	y77	y142
x356	76.07	50.56	-64.06	100
x359	-4.8	100	-100	52.45
x363	-62.02	50.56	20.32	52.45
x365	-62.02	50.56	-64.06	52.45
x368	-62.02	50.56	-64.06	52.45
x369	-62.02	50.56	-64.06	52.45
x374	-62.02	94.44	-100	52.45
x411	-62.02	50.56	-64.06	-91.9
x419	-62.02	-61.37	-64.06	100
x422	-13.95	50.56	-64.06	52.45
x447	-62.02	20.41	-64.06	52.45
x477	-62.02	50.56	-70.9	52.45
x481	67.44	16.9	-64.06	19.61
x508	12.29	50.56	-64.06	-69.6
x529	-62.02	-21.62	-64.06	52.45
x543	-62.02	50.56	-64.06	52.45
x558	-62.02	-55.9	-64.06	52.45
x574	-62.02	50.56	-64.06	32.01
x579	-62.02	50.56	-54.02	52.45
x582	-94.1	50.56	-64.06	52.45
x584	-62.02	58.07	-64.06	52.45
x587	-43.11	50.56	-64.06	51.26
x590	-62.02	50.56	-64.06	52.45
x591	-67.21	-45.34	-76.21	-7.43
x596	-62.02	50.56	-64.06	52.45
x612	78.55	-7.79	-64.06	52.45
x613	-62.02	50.56	-64.06	52.45
x614	-7.39	50.56	-64.06	52.45
x617	-62.02	50.56	-64.06	52.45
x618	-62.02	50.56	-64.06	52.45
x626	-62.02	50.56	-64.06	52.45
x631	-62.02	50.56	-64.06	52.45
x640	-62.02	50.56	-64.06	52.45
x642	-62.02	50.56	-64.06	52.45

Bicluster #8 (69, 4)
Rows=[0,25,28,40,58,61,86,100,109,115,116,122,138,148,157,158,175,180,205,211,214,215,234,235,244,260,266,270,273,295,304,311,313,322,325,328,329,332,347,360,363,373,376,390,400,415,425,442,454,458,475,480,487,539,540,542,548,556,558,564,565,606,622,623,630,632,647,649,655], Columns=[47,80,83,90], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=32.61, %Errors=8.7, PlaidCoherency=Additive

X	y47	y80	y83	y90
x0	-61.39	19.43	-9.84	-78.48
x25	-83.93	19.43	-9.84	-28.04
x28	-63.02	19.43	36.8	-35.52
x40	-83.93	19.43	-9.84	87.66
x58	-83.93	19.43	-9.84	-35.52
x61	-83.93	19.43	-9.84	-35.52
x86	-83.93	19.43	7.51	-70.12
x100	-83.93	19.43	-9.84	-35.52
x109	-67.62	19.43	-9.84	78.37
x115	-83.93	13.32	-9.84	17.04
x116	-83.93	-20.95	-9.84	-35.52
x122	-100	12.58	-9.84	83.53
x138	41.97	19.43	-38.28	7.44
x148	-19.74	11.84	-9.84	-35.52
x157	59.1	-37.85	-9.84	74.87
x158	-83.93	19.43	-9.84	23.36
x175	-61.2	19.43	-9.84	53.43
x180	-83.93	19.43	-85.14	-35.52
x205	-83.93	-52.67	1.19	59.98
x211	-100	19.43	-9.84	12.06
x214	-70.29	19.43	90.26	-57.53
x215	-10.58	43.38	-86.34	-35.52
x234	69.16	19.43	-9.84	53.1
x235	-83.93	-34.79	-9.84	-35.52
x244	-83.93	19.43	-90.05	-69.01
x260	-83.93	19.43	-9.84	21.96
x266	-83.93	89.06	-9.84	-35.52
x270	17.23	-83.42	-9.84	-35.52
x273	54.3	19.43	-9.84	-35.52
x295	-72.34	65.18	-9.84	-38.15
x304	10.21	100	-9.84	-75.1
x311	-10.18	19.43	-9.84	-35.52
x313	-82.7	-66.62	75.68	-35.52
x322	-83.93	19.43	-9.84	-35.52
x325	-100	19.43	-9.84	-35.52
x328	-83.93	19.43	58.53	-35.52
x329	-83.93	-25.32	-9.84	-35.52
x332	-83.93	-58.31	-38.04	-35.52
x347	-83.93	78.14	-20.89	-35.52
x360	-100	9.45	-9.84	10.72
x363	-83.93	19.43	97.66	20.16
x373	-83.93	37.17	-9.84	-35.52
x376	-83.93	19.43	-14.88	-7.16
x390	84.05	19.43	86.73	-35.52
x400	-83.93	19.43	23.33	-35.52
x415	-83.93	19.43	81.78	-52.17
x425	-1.79	19.43	-9.84	-35.52
x442	-83.93	82.29	20.1	-35.52
x454	-83.93	-20.92	-9.84	-35.52
x458	-41.03	19.43	-9.84	64.79
x475	-83.93	93.54	-57.72	-35.52
x480	-85.36	19.43	-5.85	-35.52
x487	72.44	19.43	-9.84	-39.08
x539	-100	73.39	-9.84	-35.52
x540	-88.91	30.9	-9.84	-44.39
x542	-83.93	19.43	-9.84	-35.52
x548	-83.93	-71.02	-35.55	-35.52
x556	-100	19.43	-9.84	-35.52
x558	14.45	19.43	-9.84	-35.52
x564	99.39	19.43	-9.84	-35.52
x565	-83.93	-55.05	-9.84	-35.52
x606	-18.04	-81.67	-86.61	-35.52
x622	-100	19.43	-51.27	-35.52
x623	-83.93	19.43	2.01	-35.52
x630	-83.93	-23.38	-9.84	-35.52
x632	2.37	19.43	-9.84	56.54
x647	-83.93	19.43	-9.84	-35.52
x649	-83.93	-8.51	-9.84	-35.52
x655	-83.93	19.43	-33.84	38.37

Bicluster #9 (73, 4)
Rows=[2,18,23,25,31,55,60,68,71,90,93,107,109,113,131,133,144,154,161,188,200,219,224,233,235,245,247,255,262,268,274,298,301,305,307,312,318,325,327,346,352,356,364,369,374,375,381,390,404,408,413,421,425,431,449,452,477,484,485,489,491,497,507,513,527,541,562,565,567,589,619,647,654], Columns=[74,112,121,122], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=0.68, %Errors=9.93, PlaidCoherency=Additive

X	y74	y112	y121	y122
x2	91.58	28.21	-42.54	42.82
x18	91.58	28.21	-42.54	42.82
x23	91.58	28.21	-42.54	42.82
x25	91.58	28.21	-42.54	-84.9
x31	91.58	28.21	-42.54	42.82
x55	91.58	28.21	-42.54	42.82
x60	-58.54	28.21	-42.54	42.82
x68	-16.52	28.21	99.99	42.82
x71	91.58	28.21	-42.54	42.82
x90	91.58	28.21	-42.54	42.82
x93	91.58	28.21	-42.54	42.82
x107	91.58	28.21	-42.54	42.82
x109	91.58	28.21	-42.54	42.82
x113	91.58	-68.63	-42.54	42.82
x131	-97.12	28.21	-42.54	42.82
x133	91.58	28.21	-100	-83.68
x144	91.58	28.21	-42.54	42.82
x154	91.58	28.21	-42.54	42.82
x161	91.58	28.21	-42.54	42.82
x188	91.58	28.21	-42.54	42.82
x200	91.58	28.21	-42.54	42.82
x219	91.58	28.21	-42.54	42.82
x224	91.58	-71.74	95.35	42.82
x233	91.58	28.21	-42.54	42.82
x235	91.58	28.21	-42.54	42.82
x245	91.58	28.21	-42.54	42.82
x247	91.58	28.21	-42.54	42.82
x255	91.58	28.21	-42.54	-96.61
x262	-62.84	28.21	-42.54	42.82
x268	-34.89	28.21	-42.54	42.82
x274	91.58	28.21	-42.54	42.82
x298	-24.14	28.21	-42.54	-81.6
x301	-50.27	-97.5	90.13	42.82
x305	91.58	28.21	-42.54	42.82
x307	91.58	28.21	-42.54	42.82
x312	91.58	28.21	-42.54	42.82
x318	91.58	28.21	-42.54	42.82
x325	91.58	28.21	-42.54	42.82
x327	91.58	28.21	-42.54	42.82
x346	91.58	28.21	-42.54	-49.05
x352	91.58	28.21	-42.54	42.82
x356	-88.83	28.21	-42.54	42.82
x364	91.58	28.21	-42.54	42.82
x369	91.58	28.21	-42.54	42.82
x374	91.58	28.21	-42.54	42.82
x375	91.58	28.21	-42.54	42.82
x381	91.58	28.21	-42.54	42.82
x390	91.58	-87.76	-42.54	42.82
x404	91.58	28.21	-42.54	42.82
x408	91.58	28.21	-42.54	42.82
x413	-47.59	28.21	-50.9	42.82
x421	91.58	28.21	-42.54	42.82
x425	91.58	28.21	-42.54	42.82
x431	91.58	-96.85	-42.54	42.82
x449	91.58	28.21	-42.54	42.82
x452	91.58	28.21	-42.54	42.82
x477	91.58	28.21	-42.54	42.82
x484	91.58	28.21	-42.54	42.82
x485	91.58	28.21	-42.54	42.82
x489	-52.46	-77.1	-42.54	-59.08
x491	91.58	28.21	-42.54	42.82
x497	91.58	28.21	-42.54	42.82
x507	91.58	28.21	-42.54	42.82
x513	91.58	28.21	-42.54	-78.99
x527	91.58	28.21	-42.54	42.82
x541	91.58	28.21	-42.54	42.82
x562	91.58	28.21	-42.54	42.82
x565	91.58	28.21	-42.54	42.82
x567	91.58	28.21	-42.54	42.82
x589	91.58	28.21	-42.54	42.82
x619	91.58	28.21	-42.54	42.82
x647	91.58	28.21	52.46	42.82
x654	91.58	28.21	59.95	-94.92

Bicluster #10 (74, 4)
Rows=[9,22,36,41,56,63,76,101,114,126,127,130,135,137,140,144,145,156,159,161,171,172,173,185,189,198,203,206,211,217,229,233,267,271,278,306,309,313,326,331,334,335,348,374,391,413,421,422,433,465,474,487,495,498,504,517,527,539,542,547,551,560,561,576,582,587,603,606,611,614,631,632,656,657], Columns=[50,65,95,144], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=19.93, %Errors=7.43, PlaidCoherency=Additive

X	y50	y65	y95	y144
x9	-98.37	-30.96	79.62	-36.51
x22	-98.37	-30.96	79.62	-62.27
x36	-98.37	-30.96	11.87	-36.51
x41	-98.37	-30.96	99.23	-67.68
x56	-98.37	-30.96	79.62	-36.51
x63	-98.37	-30.96	79.62	-36.51
x76	-98.37	-30.96	79.62	37.85
x101	-98.37	-30.96	-17.93	-13.05
x114	-98.37	-30.96	79.62	-1.28
x126	-98.37	-30.96	100	-36.51
x127	-98.37	-30.96	79.62	-36.51
x130	-98.37	-30.96	79.62	-36.51
x135	-98.37	-30.96	79.62	-36.51
x137	-98.37	-30.96	79.62	-36.51
x140	96.08	-30.96	79.62	-36.51
x144	-98.37	-30.96	79.62	-36.51
x145	-98.37	-30.96	79.62	-36.51
x156	-98.37	-30.96	100	-36.51
x159	-98.37	60.57	100	-36.51
x161	-98.37	-30.96	79.62	-36.51
x171	-98.37	-29.44	79.62	-36.51
x172	-98.37	64.92	79.62	-36.51
x173	-98.37	-30.96	79.62	-36.51
x185	-98.37	-30.96	79.62	-36.51
x189	-98.37	-27.82	-88.65	-36.51
x198	-100	-30.96	79.62	-36.51
x203	-98.37	-30.96	79.62	-36.51
x206	-98.37	-35.8	79.62	-100
x211	-98.37	-30.96	59.11	-36.51
x217	-98.37	-30.96	-89.43	-36.51
x229	-98.37	-2.81	79.07	-36.51
x233	-98.37	-30.96	79.62	69.38
x267	-98.37	-30.96	79.62	-36.51
x271	-98.37	97.71	-49.65	-51.49
x278	-98.37	92.97	79.62	-36.51
x306	-100	-30.96	79.62	67.37
x309	-100	-79.71	79.62	-36.51
x313	-98.37	-30.96	100	-5.71
x326	-100	-46.25	79.62	10.72
x331	-95.93	-30.96	79.62	-36.51
x334	-98.37	75.19	79.62	-36.51
x335	-98.37	72.13	79.62	-44.56
x348	-98.37	-30.96	79.62	-36.51
x374	-98.37	-30.96	79.62	-36.51
x391	-98.37	-30.96	79.62	-36.51
x413	-100	-71.26	79.62	-36.51
x421	-98.37	-100	96.38	-36.51
x422	-76.6	-30.96	79.62	-36.51
x433	-98.37	-30.96	79.62	-43.13
x465	-100	-30.96	-6.02	-36.51
x474	-98.37	-30.96	79.62	-36.51
x487	-98.37	12.66	79.62	-36.51
x495	-100	-30.96	79.62	-36.51
x498	-98.37	-30.96	79.62	-0.45
x504	-100	-30.96	79.62	-36.51
x517	44.66	-30.96	79.62	-36.51
x527	-98.37	-30.96	79.62	-26.03
x539	-98.37	-30.96	-76.78	-36.51
x542	-20.04	-30.96	79.62	-36.51
x547	-98.37	-30.96	79.62	0.9
x551	47.84	79.08	79.62	-36.51
x560	-98.37	-30.96	79.62	70.06
x561	-98.37	-30.96	75.48	26.18
x576	-98.37	-30.96	79.62	66.64
x582	-98.37	-53.95	79.62	-36.51
x587	-100	-30.96	79.62	-36.51
x603	-98.37	-10.08	79.62	-36.51
x606	-98.37	75.22	79.62	22.36
x611	-19.6	-30.96	100	-36.51
x614	-98.37	66.55	38.66	-36.51
x631	-98.37	69.45	100	39.34
x632	-98.37	-30.96	55.89	-36.51
x656	-100	19.02	79.62	-36.51
x657	-98.37	-30.96	100	-36.51

Bicluster #11 (79, 4)
Rows=[18,21,26,45,76,92,94,104,109,115,124,128,132,135,142,163,164,168,176,181,191,192,197,200,210,233,235,249,250,259,261,274,277,282,286,291,315,322,323,329,333,336,344,357,360,368,373,374,386,390,393,396,397,398,418,420,425,471,480,482,485,494,501,503,504,506,536,555,560,569,580,582,599,604,611,615,626,640,650], Columns=[46,75,81,155], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=19.62, %Errors=0.32, PlaidCoherency=Additive

X	y46	y75	y81	y155
x18	-83.6	33.54	-0.1	27.9
x21	-83.6	33.54	-0.1	27.9
x26	-83.6	-4.34	7.79	27.9
x45	-83.6	33.54	-0.1	27.9
x76	-90.44	33.54	-0.1	27.9
x92	-83.6	33.54	-0.1	27.9
x94	-83.6	33.54	-81.21	27.9
x104	-83.6	100	-0.1	-1.26
x109	-100	48.43	-0.1	27.9
x115	-83.6	33.54	-0.1	-4.89
x124	-77.38	33.54	-0.1	27.9
x128	-83.6	-31.93	-0.1	27.9
x132	-83.6	33.54	-0.1	27.9
x135	-83.6	33.54	-0.1	27.9
x142	-83.6	33.54	-0.1	27.9
x163	-83.6	100	47.07	27.9
x164	-83.6	33.54	-0.1	27.9
x168	-44.78	33.54	-0.1	27.9
x176	-83.6	33.54	-0.1	27.9
x181	-83.6	33.54	-0.1	27.9
x191	-83.6	33.54	-0.1	27.9
x192	-83.6	33.54	-0.1	27.9
x197	-83.6	100	-0.1	27.9
x200	-83.6	24.64	-0.1	27.9
x210	-83.6	33.54	-0.1	27.9
x233	-83.6	34.79	-0.1	86.61
x235	-83.6	33.54	-0.1	27.9
x249	-83.6	33.54	-0.1	27.9
x250	-81.96	33.54	-39.99	27.9
x259	-89	100	-0.1	27.9
x261	-83.6	33.54	-0.1	27.9
x274	-83.6	33.54	-0.1	27.9
x277	-100	33.54	-0.1	27.9
x282	-100	62.99	-0.1	27.9
x286	-83.6	100	-0.1	27.9
x291	-83.6	33.54	-0.1	27.9
x315	-83.6	98.38	-0.1	27.9
x322	-83.6	33.54	-0.1	27.9
x323	-83.6	33.54	-0.1	27.9
x329	-83.6	33.54	-0.1	27.9
x333	-83.6	33.54	-30.28	27.9
x336	-83.6	33.54	-0.1	100
x344	-83.6	33.54	-0.1	27.9
x357	-83.6	33.54	-0.1	13.13
x360	-66.6	33.54	-0.1	51.61
x368	-83.6	33.54	-0.1	27.9
x373	-30.49	33.54	-0.1	27.9
x374	-64.87	33.54	-64.63	27.9
x386	-83.6	43.45	78.9	27.9
x390	-83.6	33.54	-0.1	27.9
x393	-84.37	33.54	-0.1	27.9
x396	-100	33.54	-0.1	27.9
x397	-51.54	33.54	-0.1	27.9
x398	-100	33.54	-0.1	-10.85
x418	-83.6	33.54	-0.1	27.9
x420	-83.6	33.54	-0.1	27.9
x425	-83.6	33.54	-0.1	27.9
x471	-83.6	33.54	-0.1	27.9
x480	-53.75	15.05	-0.1	27.9
x482	-20.77	33.54	-0.1	-27.27
x485	-83.6	100	-0.1	-66.56
x494	-100	33.54	-0.1	33.59
x501	-83.6	33.54	-0.1	80.51
x503	-83.6	33.54	-0.1	27.9
x504	-83.6	33.54	-0.1	27.9
x506	-83.6	73.62	-0.1	27.9
x536	-83.6	100	-20.3	27.9
x555	-83.6	33.54	-0.1	100
x560	-83.6	-12.11	10.6	27.9
x569	-83.6	53.46	21.02	27.9
x580	-32.72	33.54	-0.1	27.9
x582	-83.6	33.54	-0.1	27.9
x599	-83.6	-32.14	-2.59	27.9
x604	-83.6	33.54	-0.1	27.9
x611	-68.65	33.54	-0.1	27.9
x615	-83.6	33.54	-0.1	27.9
x626	-83.6	33.54	-0.1	27.9
x640	-83.6	33.54	-0.1	27.9
x650	-83.6	33.54	-0.1	27.9

Bicluster #12 (81, 4)
Rows=[12,39,46,51,64,70,73,78,83,89,103,136,143,158,164,166,169,187,189,200,210,227,232,233,237,242,244,250,272,273,297,301,305,306,308,314,317,326,329,331,349,355,359,364,389,390,397,402,407,420,423,434,438,440,441,443,448,454,456,461,469,472,476,501,503,508,517,518,524,529,549,557,558,561,588,599,616,626,629,635,648], Columns=[6,13,30,96], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=12.65, %Errors=9.26, PlaidCoherency=Additive

X	y6	y13	y30	y96
x12	96.65	62.75	-35.94	-100
x39	26.61	62.75	-35.94	69.24
x46	26.61	100	-35.94	-93.18
x51	-94.1	62.75	-35.94	-93.18
x64	26.61	62.75	-35.94	-100
x70	26.61	-32.76	-35.94	-93.18
x73	-34.16	62.75	-35.94	-68.72
x78	26.61	-61.19	-35.94	76.91
x83	26.61	62.75	-22.37	-100
x89	26.61	62.75	-100	-93.18
x103	26.61	62.75	-35.94	-93.18
x136	26.61	-65.76	-35.94	-100
x143	26.61	62.75	1.76	-93.18
x158	26.61	62.75	55.43	28.84
x164	26.61	62.75	-35.94	-93.18
x166	26.61	62.75	-35.94	-93.18
x169	26.61	62.75	-35.94	-93.18
x187	26.61	62.75	-35.94	-93.18
x189	26.61	62.75	-35.94	-93.18
x200	26.61	62.75	-35.94	-93.18
x210	26.61	62.75	-35.94	-93.18
x227	26.61	62.75	-35.94	77.89
x232	-88.72	62.75	-35.94	-93.18
x233	26.61	62.75	-35.94	-100
x237	-74.77	62.75	-100	-93.18
x242	-71.76	62.75	92.89	-93.18
x244	-35.25	62.75	-21.24	-93.18
x250	26.61	62.75	-35.94	-93.18
x272	26.61	62.75	-35.94	-93.18
x273	26.61	62.75	-35.94	-93.18
x297	26.61	62.75	-49.19	-93.18
x301	26.61	62.75	-35.94	-93.18
x305	26.61	-86.12	-35.94	-93.18
x306	26.61	62.75	-35.94	-93.18
x308	26.61	62.75	-35.94	-93.18
x314	26.61	62.75	-35.94	-93.18
x317	26.61	62.75	-35.94	-93.18
x326	-72.13	62.75	-35.94	-11.84
x329	26.61	82.82	-35.94	-93.18
x331	26.61	62.75	-35.94	-93.18
x349	26.61	62.75	-35.94	-93.18
x355	26.61	62.75	-35.94	-93.18
x359	26.61	62.75	-100	1.1
x364	100	62.75	-35.94	-93.18
x389	-68.45	-23.6	-35.94	-93.18
x390	67.64	62.75	-35.94	-93.18
x397	26.61	62.75	-35.94	-100
x402	26.61	62.75	-35.94	-93.18
x407	26.61	-58.03	-35.94	-100
x420	26.61	62.75	71.93	-100
x423	26.61	62.75	-35.94	-93.18
x434	26.61	62.75	-35.94	-93.18
x438	26.61	47.53	60.08	-100
x440	26.61	62.75	93.07	-93.18
x441	26.61	62.75	-35.94	-93.18
x443	26.61	62.75	-35.94	-93.18
x448	26.61	62.75	-35.94	-93.18
x454	-99.61	62.75	-35.94	-93.18
x456	26.61	62.75	-35.94	-93.18
x461	26.61	62.75	-35.94	-93.18
x469	26.61	62.75	-35.94	-93.18
x472	-96.54	62.75	-35.94	-93.18
x476	26.61	100	95.49	87.2
x501	26.61	62.75	-35.94	-93.18
x503	26.61	62.75	-69	-93.18
x508	26.61	100	-35.94	-93.18
x517	26.61	62.75	-35.94	-93.18
x518	-80.02	62.75	-35.94	-93.18
x524	26.61	100	-35.94	-93.18
x529	26.61	62.75	-35.94	-93.18
x549	26.61	62.75	-35.94	-93.18
x557	26.61	62.75	-11.8	39.03
x558	26.61	65	-35.94	-100
x561	26.61	62.75	-35.94	86.92
x588	26.61	62.75	-35.94	-93.18
x599	76.11	-22.55	-35.94	-100
x616	26.61	62.75	-35.94	27.86
x626	26.61	62.75	59.51	-93.18
x629	26.61	27.88	-35.94	-100
x635	26.61	-0.7	-35.94	-93.18
x648	26.61	72.89	-35.94	-93.18

Bicluster #13 (73, 4)
Rows=[1,2,5,8,16,29,35,41,42,45,49,63,79,87,90,108,126,151,152,155,176,180,190,192,195,196,206,210,214,224,225,255,257,263,270,279,292,320,332,343,352,353,368,387,393,395,413,431,434,448,469,479,519,526,527,529,545,561,568,573,589,590,593,599,602,603,614,617,634,639,653,657,658], Columns=[52,97,109,167], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=2.05, %Errors=5.14, PlaidCoherency=Additive

X	y52	y97	y109	y167
x1	-37.43	-76.38	12.29	92.24
x2	-37.43	-76.38	12.29	-90.34
x5	-37.43	-76.38	12.29	-74.06
x8	-37.43	-76.38	-90.95	92.24
x16	-37.43	-76.38	12.29	92.24
x29	-37.43	-76.38	12.29	92.24
x35	-37.43	69.03	12.29	-96.49
x41	-37.43	-76.38	12.29	92.24
x42	-37.43	-76.38	12.29	92.24
x45	-37.43	-76.38	12.29	92.24
x49	-37.43	-76.38	12.29	92.24
x63	-37.43	-76.38	12.29	92.24
x79	-37.43	-76.38	12.29	92.24
x87	-37.43	-76.38	12.29	92.24
x90	-37.43	-76.38	12.29	92.24
x108	-37.43	-76.38	12.29	92.24
x126	-37.43	-76.38	12.29	92.24
x151	-37.43	-76.38	12.29	92.24
x152	-22.09	-76.38	12.29	92.24
x155	-37.43	-76.38	12.29	-12.59
x176	-37.43	-76.38	57.26	92.24
x180	-37.43	-76.38	12.29	92.24
x190	-37.43	63.45	12.29	92.24
x192	-37.43	-76.38	12.29	92.24
x195	-37.43	-76.38	12.29	92.24
x196	-37.43	-76.38	12.29	92.24
x206	-37.43	-76.38	12.29	92.24
x210	-37.43	-76.38	12.29	92.24
x214	-37.43	-76.38	12.29	92.24
x224	-37.43	-76.38	12.29	92.24
x225	-37.43	-76.38	12.29	92.24
x255	-37.43	-76.38	12.29	92.24
x257	-37.43	-76.38	12.29	92.24
x263	-37.43	-76.38	12.29	-94.85
x270	-37.43	-76.38	12.29	92.24
x279	-37.43	-76.38	12.29	92.24
x292	-37.43	-76.38	12.29	92.24
x320	-37.43	-76.38	12.29	92.24
x332	-37.43	-76.38	12.29	92.24
x343	-37.43	-76.38	12.29	92.24
x352	-37.43	-76.38	12.29	92.24
x353	-37.43	-76.38	12.29	92.24
x368	-37.43	-76.38	12.29	92.24
x387	-37.43	-76.38	12.29	92.24
x393	-37.43	-76.38	12.29	92.24
x395	-37.43	-76.38	12.29	-32.57
x413	-37.43	-76.38	-79.96	92.24
x431	-37.43	-76.38	12.29	92.24
x434	-34.75	-76.38	12.29	92.24
x448	-37.43	-76.38	12.29	-66.04
x469	-37.43	-76.38	12.29	92.24
x479	-37.43	-76.38	12.29	92.24
x519	-37.43	-76.38	12.29	92.24
x526	-37.43	-76.38	12.29	92.24
x527	-37.43	-76.38	12.29	92.24
x529	-37.43	-76.38	12.29	92.24
x545	-37.43	-76.38	12.29	92.24
x561	-37.43	-76.38	12.29	92.24
x568	-37.43	-76.38	12.29	92.24
x573	-37.43	-76.38	12.29	92.24
x589	-37.43	61.95	12.29	92.24
x590	-37.43	-76.38	-95.07	92.24
x593	-37.43	-76.38	12.29	92.24
x599	-37.43	-76.38	12.29	92.24
x602	-37.43	-76.38	12.29	92.24
x603	-62.95	-76.38	12.29	92.24
x614	89.24	-76.38	12.29	92.24
x617	-37.43	-76.38	12.29	92.24
x634	-37.43	-76.38	12.29	-72.82
x639	-37.43	-76.38	12.29	92.24
x653	-98.04	-76.38	12.29	92.24
x657	-37.43	-76.38	87.23	92.24
x658	-37.43	-76.38	12.29	92.24

Bicluster #14 (70, 4)
Rows=[0,43,46,57,60,87,90,92,94,111,114,119,120,123,135,137,154,158,164,167,176,177,192,211,212,214,234,236,293,301,303,312,313,315,348,361,369,380,388,392,393,395,400,404,418,424,437,439,459,467,490,493,499,502,513,516,520,544,546,548,563,569,573,577,579,602,617,635,646,657], Columns=[12,15,55,147], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=33.21, %Errors=8.93, PlaidCoherency=Additive

X	y12	y15	y55	y147
x0	-16.95	-46.44	-51.61	-54.14
x43	-39.52	-100	44.79	-18.37
x46	-39.52	-67.12	44.79	-54.14
x57	-39.52	-52.66	10.52	-54.14
x60	-62.97	-67.12	44.79	-54.14
x87	-39.52	-67.12	100	-9.5
x90	-39.52	-67.12	54.66	-1.68
x92	-39.52	-27.82	100	-52.79
x94	-46.81	19.71	44.79	-15.07
x111	-39.52	14.52	44.79	-54.14
x114	-39.52	-100	-40.82	-54.14
x119	-39.52	-67.12	-49.19	-54.14
x120	-39.52	-67.12	8.03	-54.14
x123	50.72	-67.12	44.79	-54.14
x135	42.5	-67.12	48.92	-54.14
x137	-39.52	-67.12	44.79	-65.34
x154	-39.52	4.69	47.82	-54.14
x158	-39.52	-67.12	34.64	-54.14
x164	-39.52	52.48	44.79	-54.14
x167	79.03	-100	79.7	-54.71
x176	46.03	-67.12	50.88	-54.14
x177	-39.52	-67.12	44.79	-54.14
x192	-39.52	-67.12	100	-54.14
x211	-30.68	-67.12	68.96	-100
x212	99.5	-67.12	44.79	-54.14
x214	-39.52	-57.24	44.79	-100
x234	-79.94	-67.12	44.79	-100
x236	-39.52	-67.12	24.21	-54.14
x293	-39.52	-67.12	44.79	63.83
x301	62.55	-85.92	44.79	-90.21
x303	-39.52	-67.12	44.79	-54.14
x312	14.21	-100	44.79	-4.14
x313	-34.32	37.32	-64.3	41.34
x315	-100	-67.12	44.79	-50.11
x348	-56.34	-67.12	44.79	-40.98
x361	-39.52	-67.12	44.79	-100
x369	-39.52	85.85	44.79	-54.14
x380	-39.52	-67.12	45.14	-54.14
x388	-36.26	-67.12	44.79	-54.14
x392	-39.52	-67.12	44.79	-100
x393	-39.52	-100	44.79	-99.07
x395	85.75	21.7	44.79	-38.93
x400	-10.15	-67.12	44.79	-54.14
x404	-39.52	32.68	44.79	-54.14
x418	-65.62	-96.06	44.79	-54.14
x424	-39.52	-67.12	60.16	-54.14
x437	-39.52	86.59	90.6	-54.14
x439	-39.52	-67.12	44.79	-54.14
x459	-39.52	-67.12	44.79	-8.68
x467	-39.52	-67.12	44.79	2.17
x490	13.29	60.31	44.79	-100
x493	64.98	-81.3	80.78	-67.08
x499	-39.52	-67.12	-9.47	-54.14
x502	-24.56	94.5	44.79	-54.14
x513	-39.52	54.77	6.65	-87.97
x516	81.3	-91.57	44.79	-54.14
x520	-39.52	34.93	44.79	-54.14
x544	16.53	-17.84	-39.28	-54.14
x546	23.09	-67.12	44.79	-100
x548	-39.52	-67.12	44.79	-54.14
x563	-39.52	-67.12	44.79	-54.14
x569	88.5	-67.12	-24.18	-54.14
x573	-100	-6.39	44.79	-54.14
x577	-39.52	-75	44.79	-54.14
x579	-39.52	-67.12	44.79	-54.14
x602	-39.52	-64.23	-53.89	-54.14
x617	-39.52	-67.12	-43.36	-91.82
x635	-50.49	-67.12	44.79	-54.14
x646	79.5	-67.12	11.25	-23.24
x657	52.17	11.65	44.79	0.47

Bicluster #15 (75, 4)
Rows=[6,8,13,23,37,38,42,43,56,58,81,94,96,108,116,127,128,133,134,151,155,159,171,176,181,184,187,202,225,226,227,229,233,234,246,252,262,272,287,298,302,317,323,324,336,359,389,394,404,424,430,452,462,469,472,478,486,490,496,498,502,531,556,568,585,586,611,618,620,621,623,626,639,643,648], Columns=[49,85,130,179], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=32.67, %Errors=9, PlaidCoherency=Additive

X	y49	y85	y130	y179
x6	53.28	5.56	9.83	-16.45
x8	31.24	-32.35	9.83	15.2
x13	31.24	5.56	-13.5	43.23
