X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99	y100	y101	y102	y103	y104	y105	y106	y107	y108	y109	y110	y111	y112	y113	y114	y115	y116	y117	y118	y119	y120	y121	y122	y123	y124	y125	y126	y127	y128	y129	y130	y131	y132	y133	y134	y135	y136	y137	y138	y139	y140	y141	y142	y143	y144	y145	y146	y147	y148	y149	y150	y151	y152	y153	y154	y155	y156	y157	y158	y159	y160	y161	y162	y163	y164	y165	y166	y167	y168	y169	y170	y171	y172	y173	y174	y175	y176	y177	y178	y179
x292	-6.03	8.04	-1.33	-40.23	44.7	2.67	69.91	-20.34	5.88	-58.43	-24.98	-34.82	52.38	-9.38	25.44	-14.43	-30.08	32.43	12.99	44.61	-56.47	-63.11	-1.35	-37	-61.39	5.06	26.11	29.68	32.22	57.09	8.46	68.61	19.08	33.32	-100	27.99	-72.09	-17.37	42.67	-44.28	-15.08	13.39	-5.41	-51.55	-15.85	-7.37	21.9	-16.94	17.16	-1.23	34.76	52.51	-37.43	-15.76	-37.23	7.41	-5.88	-55.91	-4.92	65.73	-37.72	-0.33	45.89	-38.68	-0.05	-29.11	2.19	18.02	-13.82	41.6	-45.79	81.31	-71.5	23.26	22.9	-23.6	-35.07	2.9	-40.89	-58.93	-15.99	56.85	24	-18.72	28.43	-35.27	5.8	-10.82	-35.71	-8.86	-90.17	34.22	5.49	39.06	-45.51	-15.58	16.83	-76.38	-19.36	2.38	-17.82	64.09	-8.6	55.23	89.4	-100	-55.22	38.64	3.76	12.29	17.93	-7.28	14.04	-13.51	-86.97	2.63	8.88	56.46	-42.35	54.14	-77.24	-47.73	-3.99	-7.03	25.01	-83.25	5.74	55.67	-1.63	-4.97	-64.08	6.38	23.01	98.46	1.33	-2.65	63.33	43.36	-4.71	-36.2	27.48	-5.47	-68.54	64.87	-11.33	15.95	90.25	-37.58	39.47	-9.03	97.75	-19.11	11.54	-32.47	-3.23	-4.42	66.06	41.87	29.94	-10.3	-7.25	-19.28	-17.83	-16.44	-23.34	-17.35	36.72	92.24	44.24	60.18	26.53	-47.17	-0.8	-49.33	-24.3	-10.3	-31.94	-65.55	-56.1	-30.88
x293	-7.27	32.33	32.66	-18.13	-4	-90.54	-67.54	-56.57	85.62	25.06	-60.94	32.28	-39.52	-47.37	-58.94	-67.12	-82.14	76.99	-6.88	-7.09	83.66	72.98	29.53	22.31	46.31	-20.72	-53.31	-26.45	-10	-62.66	-13.77	-65.14	-46.31	74.71	-2.4	-26.33	6.12	-52.37	2.23	-5.04	-33.66	73.67	27.29	17.67	6.58	1.68	42.65	-33.25	-49.17	-49.76	-23.31	-22.39	-94.6	-10.27	17.67	44.79	15.44	67.25	100	-1.08	95.77	-46.94	35.15	-8.8	-53.63	20.1	-21.89	-53.05	100	-13.86	31.33	20.96	19.15	-10.08	51.13	-69.47	9.12	-18.02	87.16	0.69	79.84	-46.87	75.52	-12.81	-12.47	4.19	43.31	55.13	86.57	53.53	-29.66	-77.45	-59.59	-39.21	-51.32	-64.21	30	-26.39	23.48	29.84	12.74	-94.24	-23.52	-63.05	20.97	-14.17	17.41	-13.25	98.32	-55	-41.93	-25.75	9.44	35.75	31.48	-14.71	4.2	6.28	52.76	53.28	13.25	-9.12	50.37	-59.78	17.34	100	-20.94	-9.42	13.52	8.49	6.45	19.33	90.69	61.42	34.53	16.12	44.23	-31.79	29	-89.8	82.67	36.77	-36.97	-31.37	3.62	-3.09	26.96	63.83	52.79	-16.25	-2.96	-79.51	12.95	1.49	88.75	1.89	22.03	52.82	-2.93	-20.28	-27.99	92.57	-54.71	-32.32	-23.58	-77.95	-60.38	59	17.63	99	12.39	-36.59	-40.3	-47.17	93.06	30.72	24.57	-10.36	52.52	-31.04
x294	63.96	-31.46	-84.51	74.34	-68.3	11.51	98.9	16.85	-46.01	-35.1	39.2	-11.52	-12.62	-34.87	34.31	45.98	-6.28	-3.36	54.74	18.22	0.45	-63.11	-26.6	88.79	-61.71	17.99	27.79	60.12	-43.11	12.36	-13.91	-67.41	-44.71	24.83	15.17	-14.23	2.81	-45.26	-47.21	59.14	12.05	0.91	-34.24	100	-15.53	51.86	-29.18	-58.1	-60.72	-27.14	35.2	66.73	-70.01	-32.47	-2.81	4.72	19.9	8.99	-26.41	85.08	23.67	-25.42	-56.41	52.23	28.71	28.03	17.39	36.71	-37.87	-9.95	-37.3	-63.31	-30.57	-37.83	-15.53	55.76	-5.43	0.61	30.75	46.04	-42.65	-81.42	-39.94	-32.31	47.16	-5.42	-32.8	12.68	-61.85	22.14	-9.69	43.51	5.57	3.8	-48.82	27.76	-3.55	-20.38	20.08	80.54	89.8	-25.11	43.86	11.81	-34.69	20.5	-55.22	-0.42	50.63	38.14	52.38	-6.24	7.61	-20.2	20.05	-18.84	-20.69	16.59	31.8	-73.01	-34.17	19.45	44.66	11.67	-16.72	-34.88	-19.5	-22.46	2.67	37.82	-10.72	-2.48	-40.71	42.05	30.68	-13.07	67.02	-45.97	-33.69	-20.71	36.86	-75.07	10.58	27.08	-15.06	39.02	15.22	-8.3	-13.97	61.56	-18.54	-8.55	-39.76	-4.4	41.77	-27.51	-17.92	73.35	15.48	-91.84	-44.23	-3.69	10.84	33.73	24.07	-68.97	-5.31	-65.88	12.36	-87.09	16.23	59.28	13.59	-18.68	10.03	52.56	31.64	-8.79	-56.1	90.62
x295	-22.94	-18.06	45.31	78.87	47.56	19.25	33.14	-11.95	-7.68	30.82	32.95	-26.85	25.32	28.42	33.17	11.67	-13.14	83.13	0.36	-92.34	40.92	18.07	-4.32	46.85	-24.14	-59.97	-1.39	7.41	20.02	-16.27	49.31	-42.23	15.06	-48.12	-45.57	-43.94	47.01	32.78	40.22	6.07	43.47	27.3	59.46	8.04	40.2	-41.63	80.79	-72.34	-49.29	-9.9	64.46	-72.81	20.49	-24.32	1.62	-5.86	97.34	-5.24	13.15	-4.07	-51.22	-31.74	19.25	-44.48	18.39	-10.26	4.06	12.76	64.82	-61.87	26.42	-48.81	61.9	-5.95	-32.69	-54.28	-50.52	-11.54	-27.93	-39.79	65.18	54.64	-32.55	-9.84	-11.77	-2.55	10.56	46.83	18.3	-38.83	-38.15	-3.45	-8.16	-2.4	-21.8	-9.65	-62.5	-6.55	-11.36	-12.85	11.02	-67.54	-100	-29.46	10.4	46.68	-59.16	2.28	-60.04	-10.28	13.27	-16.85	-2.2	24.6	-7.07	-41.17	-47.28	-5.39	-25.35	42.75	90.48	6.01	87.7	-20.05	-48	-45.56	-73.69	-86.16	-62.3	49.38	-17.97	34.45	66.45	-8.4	-52.96	13.56	16.98	-9.58	34.91	-1.41	-84.68	54.18	0.87	61.42	43.36	40.86	20.1	-55.6	14.41	-24.72	12.85	-55.06	8.98	13.45	7.01	-68.83	28.85	-41.6	-1.34	-24.32	-34.91	-26.12	-58.72	-9.65	-15.75	2.05	-93.12	-29.03	27.45	-47.62	-28.7	58.98	2.23	14.83	88.81	4.8	11.75	50.4	100	-1.21
x296	65.75	19.53	-24.8	59.3	-28.94	-17.86	-42.78	0.83	-11.14	75.03	-55.89	-77.25	-53.04	-8.79	20.97	35.07	91.34	21.83	-36.03	-57.48	58.95	97.66	1.06	55.39	-61.37	45.02	-8.34	27.42	44.54	-8.4	-24.93	-10.29	-77.33	-24.29	-58.32	-71.07	54.18	-58.35	12.19	-26.45	-50.83	2.97	-2.61	-1.46	36.04	-0.89	7.98	-54.04	-100	-48.95	12.04	61.18	-34.01	16.21	-17.59	30.63	-48.06	-56.09	75.19	-47.82	4.44	14.4	-56.41	-19.85	-76.52	-37.35	45.72	-36.02	80.73	48.68	14.81	-45.52	100	34.2	-11.14	-64.86	36.57	33.51	-16.38	-71.15	-4.24	55.32	25.12	37.61	-13.36	1.51	-20.78	-34.34	-38.4	5.77	-33.57	67.02	39.26	-92.22	23.63	46.18	-3.39	-51.51	-0.59	-15.34	18.39	-15.98	-39.93	-12.76	-9.3	35.84	-55.22	-26.97	-49.28	53.95	-13.2	11.54	29.48	-50.03	41.26	-19.18	18.9	-53.52	-21.81	-46.34	-17.32	12.19	40.43	-5.09	-0.35	-15.87	-47.12	-48.43	-99.29	14.25	-59.45	5.01	-21.81	24.33	-50.56	49.31	-62.1	-48.25	-5.35	-45.04	-15.16	32.67	-55.43	47.06	63.84	31.47	-24.85	-100	-47.8	80.56	-44.55	2.43	-26.66	-29.82	33.7	12.92	20.74	-64.05	-27.87	-6.39	16.27	-45.72	71.42	-14.64	-25.99	0.25	53.36	18.4	40.59	-29.87	37.74	25.63	-61.21	21.81	-44.66	-2.72	-2.23	27.3	-56.1	63.26
x297	-24.37	-7.15	-2.42	-43.91	1.18	5.72	26.61	-7.11	85.62	-34.01	-92.19	15.39	-36.42	62.75	14.64	5.55	-8.32	-24.93	-19.06	53.16	50.61	-20.81	50.67	-9.84	2.59	-16.73	14.79	-92.98	-23.47	47.37	-49.19	27.32	4.41	5.74	-38.39	13.28	-14.21	-23.69	-32.79	-35.05	12.18	63.46	-50.73	-14.86	-0.37	-44.22	-17.08	-14.12	85.63	10.19	-63.31	-36.42	3.07	-41.65	92.4	23.05	68	-28.05	-55.66	23.82	-32.98	-28.07	1.69	-16.23	22.5	-23.55	-31.96	-28.85	6.76	-4.19	-77.43	-26.23	-10.05	-17.62	5.5	43.59	-6.89	1.6	87.16	-98.6	50.35	53.45	-38.88	0.83	6.65	-64.26	-6.96	14.41	90.33	-36.15	-10.92	-89.09	21.53	81.66	19.44	-45.56	-93.18	97.05	23.48	-100	31.85	22.79	-8.43	-30.5	-94.35	93.42	-7.62	24.3	98.32	-18.6	-39.76	39.79	-23.7	27.85	-53.18	-14.33	-39.62	28.2	-46.99	39.47	55.23	51.44	4.07	-100	-10.12	17.21	87.27	60.14	-29.36	13.41	-18.81	33.14	4.2	-17.25	-1.04	-36.49	-8.67	-29.79	-31.32	56.93	-86.61	36.9	12.16	-31.37	1.31	40.99	-16.15	-16.57	-14.01	-13.32	9.3	-79.51	-22	6.94	-16.44	15.92	-37.02	-58.66	-2.93	1.94	45.58	-35.03	-88.51	78.59	-54.68	-66.04	-6.45	36.77	-18.57	-16.85	-78.47	-39.76	-27.17	12.44	-30.24	23.1	-42.37	4.36	-0.6	-34.53
x298	4.22	-40.93	-12.37	-100	1.18	4.8	-2.57	-71.59	-9.28	-33.55	21.53	81.59	-100	12.17	34.43	-42.81	12.45	-23.99	48.12	-6.16	-26.61	40.27	22.49	7.8	-28.36	-15.17	-4.41	-7.6	-16.78	-13	-63.47	16.36	-56.25	-16.53	-4.17	-19.67	-1.16	-50.37	44.55	-4.1	-18.54	-32.98	11.11	-52.8	-0.37	-12.83	-29.26	33.52	15.02	31.24	-44.13	-12.03	82.48	10.91	54.83	25.57	-10.85	31.85	49.31	92.52	-31.97	-58.41	25.87	-16.35	3.16	-57.81	100	21.87	-27.37	0.61	12.7	1.95	-29.9	-12.67	-24.14	1.15	-21.7	71.34	-3.21	5.57	-13.4	-49.07	53.89	-49.76	6.65	-98.34	-30.79	-13.14	0.7	51.05	12.31	18	-10.37	34.23	10.07	-13.78	-44.32	33.59	-2.35	1.57	-29.25	17.88	-8.99	-36.04	-15.65	-0.25	5.82	-97.15	-2.24	-8.96	-49.9	-31.5	28.21	39.82	16.61	31.55	-14.17	48.03	-44.26	40.59	61.44	-42.54	-81.6	-32.39	-78.74	58.14	-20.94	37.49	-66.91	51.27	-36.54	5.03	-32.92	-19.2	20.59	-4.28	-8.67	-49.7	25.44	-28.86	30.13	36.9	17.28	22.57	-37.12	22.3	-10.38	11.02	52.95	19.02	-1.39	69.42	-72.45	69.85	65.5	-43.67	-51.5	-6.2	-12.55	-45.03	23.59	21.1	-12.3	58.76	-46.96	86.77	86.82	-5.18	12.95	-53.52	-83.64	22.49	14.73	9.97	83.55	-17.14	-55.64	17.23	45.21	-86.59
x299	-29.65	3.14	-40.36	39.59	-88.9	-44.14	65.57	-24.37	-65.93	-45.63	-11.62	-85.55	95.3	100	70.62	-15.86	-51.76	43.51	47.22	-92.34	-38.69	57.08	31.76	-29.33	49.15	-32.21	-62.75	78.53	8.49	47.38	-58.92	-25.23	-12.65	66.62	-29.98	-98.32	44.71	16.83	-19.27	-6.54	-11.31	51.02	31.55	-91.56	-47.35	7.49	-18.53	11.45	46.12	-5.69	-15.66	89.31	21.55	8.18	-28.39	74.55	-46.43	-47.04	60.5	92.52	56.61	41.91	2.19	-66.15	-56.43	-54.92	-33.8	-92.07	-10.74	13.4	-0.64	-26.01	-27.68	-5.95	-56.98	-14.77	12.29	-11.54	16.18	47.14	18.22	10.49	59.54	58.81	33.08	18.73	-40.4	-57.13	-72.58	-9.7	43.82	-2.77	48.77	47.65	50.56	16.62	-12.49	-36.79	-54.85	-13.41	55.45	81.9	-49.17	19.88	8.99	25.81	-7.68	-9.98	0.38	37.24	24.7	-11.2	32.74	-24.74	-16.52	-64.06	-29.83	26.01	15.26	1.87	63.02	12.15	-38.18	-34.51	-10.29	4.04	-48.75	-72.33	13.07	-75.77	57.58	-18.31	-10.64	26.79	57.63	-50.44	41.03	64.91	-12.47	4.64	82.67	92.97	-46.96	-13.22	8.62	-3.31	-29.34	-14	-8.9	-15.4	-30.91	-29.52	2.28	53.84	-26.94	-0.78	-57.92	29.11	21.18	47.07	52.45	92.57	-77.57	5.84	-74.94	-76.99	45.17	18.39	22.84	-13.42	61.43	-5.88	-27.71	-47.42	-12.65	-2.1	-32.83	-22.42	45.21	23.14
x300	4.24	-6.64	-54.77	-71.99	4.33	-9.59	-48.02	48.77	-32.13	2.41	-0.57	17.95	-52.58	-23.3	-47.55	13.16	-24.8	-22.16	34.77	24.84	-2.1	-13.19	-18.41	-26.13	46.07	-41.88	-8.34	44.61	-5.94	-33.89	-63.95	58.85	75.75	23.48	9.37	-76.78	-31.66	45.74	-18.88	-47.96	-16.16	1.27	44.95	-18.76	-0.96	-20.09	10.41	21.77	-60.43	-51.46	50.63	-100	67.3	16.29	67	1.28	25.76	-62.08	13.15	12.32	46.92	7.29	-45.07	7.07	67.89	19.47	22.87	21.6	-68.89	-47.61	-60.98	-38.59	-58.79	9.06	-88.44	16.92	12.56	40.07	-40.89	-94.52	-38.22	15.46	-20.39	-25.39	-76.88	-85.04	-32.8	-58.12	-63.17	2.48	56.88	-33.62	-12.31	29.76	50.56	-4.24	4.08	-43.35	28.07	-20.68	-34.91	-7.73	-72.8	-6.72	20.17	-44.77	6.78	-13.42	-26.88	-44.12	-15.79	-0.57	-18.29	-9.34	17.98	-64.06	-36.26	6.8	43.9	43.15	-35.2	-62.41	0.82	9.31	-10.38	-45.56	29.44	49.54	-22.71	16.65	-3.94	12.86	66.45	-39.79	-27.95	-11.15	-11.2	29	-8.95	39.68	-39.62	36.9	2.17	37.47	23.09	-44.07	18.93	-52.15	-24.69	12.28	27.88	-50.51	-89.58	31.63	29.48	-42.33	-13.49	7.35	-12.92	38.59	52.45	-39.21	-68.42	44.94	-42.34	-31.47	-26.77	-29.42	-24.03	-66.27	6.25	-3.02	57.46	6.27	30.48	37.12	19.6	-32.67	-0.29	26.38
x301	-61.33	10.84	31.2	14.96	4.36	1.92	26.61	18.8	58.13	41.92	17.74	-2.33	62.55	62.75	-83.9	-85.92	-10.77	-30.25	1.07	20.05	-38.69	-47.13	-19.7	-13.2	-40.12	86.75	60.45	15.28	-13.43	32.03	-35.94	-69.63	-64.01	16.62	-15.73	-1.21	-39.78	58.82	10.17	-50.57	49.12	84.15	23.28	3.89	-91.9	31.39	45.64	39.34	99.46	90.71	38.58	-4.42	46.46	-12.41	-46.07	44.79	-10.15	-0.35	-21.75	14.28	-17.8	23.84	-45.82	-57.51	6.05	-14.72	2.96	-34.06	-28.12	-15.32	-41.37	68.51	-27.07	-3.37	-50.27	-23.36	6.14	-8.8	-47.34	9.18	-2.38	45.71	-15.16	-32.68	-45.15	-29.25	26.11	-42.64	48.33	-25.64	21.36	25.85	40.58	-11.42	20.69	-27.21	-93.18	48.56	19.57	2.77	-61.43	-17.44	-18.4	32.36	19.89	-15.44	-0.11	-0.91	7.76	-26.96	19.12	21.24	-97.5	-22.18	-9.71	39.83	-42.61	66.64	37.8	7.78	-7.5	90.13	42.82	-1.65	-12.36	-25.04	-66.9	22.6	28.19	-59.08	22.41	81.93	-41.2	100	56.47	-12.32	-71.35	-46.95	85.9	-31.51	82.67	-7.83	78.46	42.66	39.74	19.87	-21.59	-90.21	3.34	6.92	77.29	23.17	-73.46	-26.69	-26.94	-100	63.96	-12.4	-70.78	-24.55	-32.04	92.57	73.35	58.56	9.93	-66.35	-45.59	-5.39	-2.89	60.18	28.43	-0.88	-93.62	6.95	74.64	-10.3	52.3	44.34	-30.28	-7.12
x302	2.53	33.37	-32.83	-10.54	3.06	7.02	-23.61	-63.81	-18.81	-34.2	-52.13	-62.68	0.93	-9.57	-67.12	8.81	-26.55	-24.93	33.77	46.54	66.86	6.34	-21.78	-34.14	-73.24	-19.17	7.56	2.88	-49.91	47.37	94.77	13.43	-100	-3.73	26.07	41.49	-16.22	76.07	-100	-56.4	-24.35	-28.46	-7.35	-15.89	8.06	-39.28	-28.01	-29.86	-27.99	31.24	26.4	32.14	-16.32	48.79	1.62	-43.81	1.88	-8.52	-36.52	46.74	-11.63	19.09	64.95	28.35	-38.17	9.48	-20.78	14.69	-3.39	13.49	44.71	-6.91	-6.1	9.72	57.11	26.17	-14.94	33.13	-32.64	-12.49	-13.73	67.15	34.1	-40.09	1.86	5.56	-0.14	-16.95	-44.12	-0.91	-11.95	-10.15	-4.11	-54.82	16.04	-0.33	5.95	-55.12	-9.59	0.64	-22.03	-19.82	27.73	-73.07	63.68	64.31	-53.21	-12.28	44.56	-49.66	-94.25	19.68	13.6	-8.88	3.6	-55.6	-100	41.57	36.85	34.89	-0.77	21.35	69.45	-73.71	-26.92	2.33	-16.86	30.53	8.28	-74.78	48.57	-10.86	15.5	27.11	-80.13	-4.28	-33.33	25.34	14.01	-1.3	21.44	-25.23	81.47	20.72	51.85	3.42	24.96	2.95	-16.05	41.9	70.53	-45.52	-18.53	-28.21	12.59	27.56	-51.5	51.1	51.63	22.78	32.34	45.26	-50.77	-9.21	-29.35	-22.63	18.97	-41.69	52.14	64.71	-8.44	60.2	22.88	-41.86	-100	4.31	46.29	-53.65	-60.32	15.2
x303	-24	-61.56	19.74	36.77	-43.53	24.28	-87.83	-34.17	100	17.01	-13.65	29.17	-39.52	40.73	-1.97	-67.12	-3.97	15.54	-27.4	40.43	-31.76	17.01	62.27	88.79	-17.43	-14.29	44.43	65.89	37.86	16.73	2.49	-23.69	-37.21	22.3	25.91	7.3	37.24	-13.44	5.35	70.18	-30.54	-37.32	-44.89	-3	-31.6	23.05	-13.62	-32.14	-60.43	-29.51	-31.96	88.79	-31.54	6.33	-92.06	44.79	14.83	11.72	-42.21	65.99	18.54	-34.38	5.77	-3.67	21.94	56.95	-51.7	14.13	1.18	41.41	26.65	7.84	-0.28	-13.41	-29.06	57.72	-31.66	27.06	-28.1	-0.06	-3.6	5.11	-39.16	14.87	13.96	4.27	-32.8	-16.9	28.71	49.11	44.14	38.83	-41.61	-70.64	-45.92	23.35	-44.77	-44.76	-71.24	100	56.6	-24.31	63.06	-78.95	-61.59	53.54	22.47	1	98.32	-65.42	17.74	46.6	-47.18	-21.34	19.06	-4.28	19.68	44.05	-62.85	32.37	41.74	32.78	-52.93	-73.71	0.64	-31.59	-41.62	-61.3	3.45	-19.31	44.71	-29.39	74.7	28.09	-32.29	2.26	58.15	-53.33	18.45	-13.65	21.44	48.29	-31.78	-31.37	31.54	-9.11	86.46	-54.14	1.76	56.06	13.59	29.4	52.18	-15.64	68.27	-3.23	3.79	54.39	-2.93	15.06	-27.15	-4.33	-16.91	50.65	0.26	4.38	-85.98	-68.74	49.64	24.36	12.87	-2.15	18.91	-28.26	-10.4	-66.32	14.79	-55.39	-36.25	36.61
x304	-24	17.58	-34.57	-49.12	-15.02	-25.94	-64.63	-71.59	3.52	-37.7	-4.39	57.5	-17.89	62.96	-44.94	-23.4	30.95	-24.93	51.98	-92.34	-44.77	-30.93	18.72	-4.01	6.48	-54.77	-51.28	-65.4	20.31	47.37	11.36	-50.27	-56.25	-1.71	8.17	69.67	-19.3	52.15	44.55	-0.92	17.52	13.67	-61.92	-33.25	-9.2	-40.55	-15.27	10.21	59.55	29.34	-2.53	17.24	36.14	-27.41	1.62	31.29	24.77	-10.71	-16.76	-87.73	-39.46	50.94	-4.35	47.38	19.57	-1.93	8.42	9.89	-51.97	-91.58	21.15	-30.1	-57.51	-1.18	-54.44	65.08	28.38	-6.61	34.25	22.35	100	-21.24	97.43	-9.84	-19.64	-13.11	16.51	-68.1	7.39	-26.43	-75.1	4.32	-0.77	-32.44	-1.66	56.82	16.68	-48.23	-100	67.08	-16.01	72.08	23.83	-10.56	6.11	64.31	-29.99	-12.28	22.26	-34.22	10.23	14.52	42.62	-18.72	36.58	-0.17	24.1	43.16	51.29	-20.51	61.44	-36.55	2.12	-73.71	-48.58	14.16	69.95	19.14	26.99	-78.6	42.82	16.85	19.11	-19.2	26.01	-4.28	-59.53	-24.11	-80.37	31.58	52.9	29.8	-45.92	-43.49	-13.32	-82.4	-96.24	-57.92	-40.87	24.14	-7.77	-39.16	60.12	77.71	-32.54	63.45	-51.5	27.3	-34.16	43.39	23.59	-45.93	66.82	7.37	-12.55	7.46	-22.29	-0.72	-17.04	-12.25	-21.23	53.82	34.42	6.28	-11.84	52.13	-72.2	53.52	45.21	23.76
x305	6.96	86.29	-14.11	12.12	5.79	2.18	26.61	42.78	25.15	-79.84	-97.25	-30.44	-5.01	-86.12	10.77	-58.12	-34.33	-5.2	61.3	-92.34	62.31	15.65	11.3	83.09	19.15	43.94	73.27	-51.7	-91	62.68	-35.94	-16.72	-10.03	-34.69	-38.36	-28.1	65.85	37.46	40.22	68.82	4.33	19.09	-34.11	8.04	68.13	-10.08	66.9	-34.01	-64.19	-6.94	-53.35	-67.01	4.14	-24.05	23.43	37.14	-33.2	-6.88	-3.23	92.52	-47.95	12.97	41.59	-87.79	91.1	-7.8	-4.89	52.93	31.75	-5.01	-10.65	-39.38	-1.16	-5.95	91.58	-16.1	-36.32	-11.54	51.72	-3.87	-15.78	-1.46	-49.26	14.58	-83.38	26.24	11.09	-11.63	44.39	69.17	-14.93	18.3	24.21	31.89	33.42	37.25	-93.18	-21.39	21.65	-13.28	-61.43	-28.2	-47.84	18.08	-96.46	18.45	-28.4	-21.73	7.76	-56.38	-25.97	8.21	28.21	-47.16	12.63	-21.98	42.36	-18.06	-78.17	-16.77	61.44	-42.54	42.82	28.66	10.85	96.49	0.68	-14.31	-35.49	-70.32	-28.04	10.43	-7.84	48.52	-62.36	-4.75	-50.93	-95.12	-49.43	26.57	-58.64	-9.21	0.87	15.22	-60.62	-24.5	-14.33	-80.52	59.18	-2.22	18.11	91.68	22.86	-46.68	46.63	2.24	25.08	-55.83	0.43	-70.66	-35.55	-66.3	12.06	-29.87	20.62	-46	-37.58	23.75	-12.63	45.57	-22.73	-70.13	-51.02	14.83	29	2.45	26.12	36.55	45.21	-22.75
x306	37.79	23.8	95.27	-68.54	42.34	-2.56	26.61	25.15	19.17	21.95	17.74	-62.2	-50.06	62.75	-100	43.68	-73.6	66.14	73.33	-44.58	15.99	-95.55	84.38	-70.1	20	-63.88	22.22	-30.14	-64.33	-43.46	-35.94	30.42	89.47	16.85	-16.09	0.25	59.17	45.86	-1.76	20.73	-10.98	-5.71	16.29	58.78	40.98	11.53	-38.32	58.71	-86.41	-13.78	-100	-47.58	31.23	-12.52	70.66	94.61	-48.06	-44.4	-63.79	-38.96	-20.61	-37.28	-1.57	8.76	-27.59	-30.96	11.16	-31.1	-10.57	-86.89	-31.29	-3.43	83.31	30.16	31.29	-15.85	34.76	28.05	65.38	-2.42	-30.33	-19.24	-15.54	54.35	17.12	31.89	9.59	-42.64	-15.44	50.12	24.52	64.68	48.51	2.49	56.88	79.62	-93.18	28.6	10.81	-29.69	-61.43	-29.23	18.13	-19.65	5.39	35.84	17.17	-21.61	7.76	73.85	11.6	-62.92	25.56	6.18	-0.45	4.1	-0.7	4.04	13.42	4.98	3.94	25.98	-9.25	-22.3	-72.51	6.71	11.77	-69.03	-99.29	56.38	35.24	32.16	-21.4	18.5	-3.94	-54.93	-87.46	-14.43	-2.95	-34.13	-3.25	-3.17	-50.49	7.29	67.37	30.59	16.02	25.81	54.73	58.33	100	6.07	-8.26	41.53	-18.83	3.38	-48.94	-1.38	-34.42	57.95	58	-15.56	10.22	18.72	43.65	24	14.03	-7.13	-17.39	-11.45	-11.81	33.51	-65.73	-18.13	12.16	-32.59	-50.79	53.37	18.52	100
x307	-36.38	-7.8	73.24	-39	-7.01	11.87	36.78	19.31	-11.56	-30.55	-19.09	-53.53	-14.6	23.65	-4.93	71.21	14.98	21.05	11.18	37.34	-38.69	-51.14	1.32	88.79	36.35	6.58	-8.34	28.04	-4.77	11.87	-28.62	2.56	51.99	-63.39	-51.24	27.99	-30.26	17.51	-8.52	-20.72	13.95	-36.79	-82.07	38.17	-27.55	-77.68	40.1	-23.8	88.41	-40.17	76.05	-7.72	-92.43	15.41	81.19	8.9	0.88	-79.71	74.58	-32.74	37.15	15.47	16.4	61.51	-69.48	-61.73	73.67	-9.7	-15.02	82.37	-1.55	-6.57	-5.91	1.08	91.58	46.53	7.77	57.4	-20.82	50.91	50.53	-89.44	-24.69	9.09	-65.32	1.46	33.51	-100	44.21	-37.81	-6	-1.02	-24.93	-6.39	-55.15	-54.18	-35.33	1.67	23.48	-16.12	-7.45	-11.85	40.33	37.77	-2.42	8.07	-47.7	-41.57	98.32	-34.29	29.96	-1.65	28.21	-3.73	62.3	-39	20.71	-35.56	0.78	-12.19	-35.22	-42.54	42.82	-20.75	19.32	25.86	-19.75	-26.32	14.64	-4.97	51.32	-56.74	41.62	-22.45	-66.29	90.54	-10.68	17.69	-4.16	70.22	82.67	-4.19	-28.96	-31.37	1.92	15.95	-17.25	-11.2	3.47	15.71	30.92	-2.98	10.68	-31.94	-26.94	-20.11	-73.58	-18.54	-22.94	4.22	-31.64	92.57	-16.79	-44.67	-26.46	39.3	24.33	-17.49	-67.61	-30.83	-56.41	18.52	-41.62	-45.28	-61.08	-59.01	-76.68	-65.55	8.51	41.57
