X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99
x29	10.42	5.57	-10.02	-10.01	2.95	-14.29	5.03	0.71	-4.51	4.96	19.76	-1.55	1.33	4.89	20.37	11.94	-1	-19.15	-4.99	-6.45	12.56	2.52	-6.29	-5.47	-7.74	5.9	-5.25	5.87	-5.2	11.13	1.38	3.76	-1.41	0.8	-26.56	-10.63	14.44	8.84	-10.84	-3.73	-4.54	4.73	-0.23	-2.91	-2.65	-5.99	-11.23	11.05	8.53	7.78	0.47	-21.52	22.57	2.89	8.69	-4.83	-4.94	3.36	0.81	-9.74	-0.7	-5.55	3.28	6.03	4.86	-6.32	15.18	-7.44	2.94	24.21	2.15	-2.45	-19.92	10.11	-4.49	-21.68	-6.45	-5.71	4.12	8.36	-8.76	-1.36	-1.44	8.77	16	-11.34	-23.38	2.51	-1.39	5.02	8.91	-1.67	5.58	1.44	9.43	-12.65	-10.42	10.74	-1.61	-15.33
x30	19.01	-12.35	3.64	-2.58	6.12	10.46	7.74	22.09	-6.07	3.57	-6.77	-16.24	-21.21	-7.83	1.74	-12.6	-9.86	5.01	9.14	1.52	12.28	-5.83	11.45	5.39	9.44	1.48	-18.06	15.93	-3.43	-17.5	16.05	-10.29	94.58	88.72	85.53	71.9	63.13	60.15	35.08	-2.23	-31.35	-35.46	-45.25	-83.35	-90.34	5.39	4.72	-1.87	6.83	-5.54	12.35	4.59	-2.2	34.78	9.1	14.44	7.75	-3.17	-24.16	-7.38	-13.15	-17.84	-15.89	-3.96	2.56	21.72	5.01	-8.2	-4.39	4.33	3.16	-0.38	3.37	0.46	-18.64	19.07	5.15	-4.34	6.88	15.38	4.31	5.76	23.41	-9.78	-8.8	-6.23	-3.32	-13.52	8.72	5.02	-9.03	-13.78	8.86	3.38	-18.46	2.58	2.33	-0.3	4.45	-0.67
x31	-10.77	-10.14	14.98	-9.42	7.66	2.8	87.48	72.92	64.88	44.05	40.27	10.97	-4.13	-40.22	-44.56	-55.28	-91.42	-8.84	2.4	-11.74	2.81	11.32	12.3	-2.76	-2.31	0.61	0.81	-5.73	-16.86	-12.84	-1.11	-1.19	-18.13	6.21	-9.98	11.6	-6.39	-22.68	1.72	21.22	18.95	-6.41	-9.83	19.9	-2.8	11.16	-6.63	-10.67	3.97	5.15	5.8	5.28	12.24	-1.72	9.3	-4.65	2.53	3.74	-24.57	-7.41	8.71	17.36	2.72	-18.93	-6.44	-3.76	-3.18	8.63	3.94	1.81	-8.48	-1.93	2.35	-4.79	8.15	12.69	0.04	1.69	10.94	-19.75	-4.44	15.48	-19.39	-15.97	6.16	11.14	-12.28	-11.66	-10.64	0.48	-5.31	15.16	8.53	1.26	6.71	8.28	-1.01	10.65	-9.72	-4.02
x32	-20.4	3.33	7.3	3.78	14.53	-4.12	4.87	3.55	-15.05	1.38	6.96	2.59	-11.71	15.19	-14.94	-1.5	-1.71	0.52	-11.17	3.11	-1.6	5.79	2.87	-3.25	3.26	4.25	-12.76	10.29	-6.3	9.86	-9.79	9.89	-13.29	-2.27	-4.83	-3.99	-16.02	1.6	23.92	-0.19	-10.04	3.2	1.2	0.96	8.94	-2.92	13.7	-0.3	-0.35	-1.3	11.56	-0.98	16.69	10.85	5.74	-0.54	17.64	-2.49	-12.54	24.54	10.15	1.1	13.99	-11.12	0.82	-4.46	-10.38	19.34	7.44	-14.23	12.83	8.24	7.32	21.09	-9.23	-16.3	15.37	-8.25	-9.43	11.79	3.32	15.15	5.17	-3.38	-3.62	10.88	7.35	3.91	-0.34	-10.7	9.46	-0.29	2.58	3.24	3.02	-12.78	-19.47	-11.85	8.98	15.17
x33	-7.84	-12.58	-3.31	1.69	-2.66	1.97	9.68	-6.53	1.16	18.39	-4.96	-15.99	-4.44	-8.1	6.4	-6.7	-4.08	-3.41	15.69	-3.86	17.66	-11.44	21.73	0.51	8.09	-6.8	14.33	7.71	0.77	9.59	2.65	-6.15	6.8	-20.26	-4.33	-3.69	-17.64	-16.11	-16.61	6.37	10.74	11.98	-10.2	-6.69	10.78	3.85	13.54	1.04	-6.76	-9.58	-2.75	-14.16	7.38	-4.49	-3.16	-4.73	3.45	5.39	-10.55	-18.61	12.01	-8.41	6.16	7.28	1.41	10.52	3.72	3.09	15.31	17.34	5.97	1.14	2.98	0.89	-14.67	-8.08	6.45	3.65	-19.76	5.98	-2.81	15.56	-6.27	0.62	2.78	-10.79	-16.19	-1.75	7.79	2.71	5.57	-7.02	15.96	0.81	1.58	18.85	7.82	-14.87	15.53	-11.11
x34	14.71	2.97	-0.17	7.3	16.65	-4.07	14.73	3.17	8.78	-9.03	4.48	-3.78	-12.76	1.67	11.09	4.69	-19.84	-19.27	12.6	-1.76	9.18	5.08	4.06	15.44	3.11	0.89	0.11	10.37	8.04	-7.58	7.79	-5.02	0.9	-4.58	15.99	11.58	10.83	2.03	-8.8	17.11	-0.57	1.33	10.07	-2.81	-12.16	-10.41	13.57	0.15	27.02	-3.9	14.68	-11.28	8.48	17.48	0.18	17.45	-4.12	-0.14	-5.49	-6.02	-0.86	6.98	-7.91	10.44	8.08	2.58	8.24	-11.12	-6.29	11.86	-4	-1.2	-0	-12.09	19.82	30.86	1.32	-11.89	-6.69	-19.69	6.91	4.19	1.3	1.16	-18.2	25.3	-14.2	21.3	0.33	-0.34	-2.88	8.26	-15.71	-2.15	-26.74	-8.97	-8.12	-15.34	-7.26	-13.58
x35	-15.65	-7.63	-12.58	-5.97	23.54	0.78	2.14	18.16	-9.83	3.7	-8.55	10.64	-6.86	-7.79	0.58	-1.03	7.06	-7.98	-2.32	5.45	10.7	0.06	-8.04	-10.63	10.76	-3.47	0.13	-23.78	-0.92	-13.82	-8.55	4.99	-8.13	-21.54	7.93	10.43	-1.09	-2.02	2.78	0.21	-1.35	14.05	2.87	1.17	9.21	-19.13	-9.39	-1.31	0.77	-9.25	5.84	22.46	3.02	13.11	-8.98	-2.32	7.58	-6.68	-14.4	-25.9	-3.23	-1.77	15.43	-13.77	-4.75	-1.31	-21	4.97	13.44	-0.13	-4.98	-30.98	13.25	-5.21	-1.16	15.11	4.43	7.48	12.24	4.06	-6.31	-3.21	5.45	-5.25	6.29	11.57	14.24	13.77	-8.18	14.43	7.41	7.38	5.36	-18.62	0.88	-11.52	-0.21	-12.95	3.55	11.35
x36	3.33	-7.15	7.73	-22.11	-7.06	-7.65	-3.01	-8.27	82.51	62.4	60.12	55.57	45.92	43.48	-12.75	-49.76	-64.68	-83.74	-92.18	-18.45	7.43	-20.5	5.8	8.56	6.9	-9.12	-27.87	0.78	6.85	20	4.28	2.95	1.39	5.04	-2.25	4.01	22.68	-6.67	11.46	-10.17	8.94	-7.75	-10.39	1.9	0.7	-8.21	6.51	-16.54	-10.92	-8.68	-12.9	-8.51	3.81	-2.2	16.73	-4.82	8.08	-11.59	-9.47	-2.73	14.98	-4.37	14.92	1.73	-5.31	5.28	8.12	11.3	11.94	-8.02	14.49	-17.84	0.57	-13.47	-5.59	21.96	8.79	9.48	4.39	-0.13	-4.88	1.21	-12.07	-7.47	8.95	-18.44	12.54	15.75	-1.93	6.7	3.47	1.72	10.05	6.01	-11.79	11.67	-2.88	11.56	4.52	18.25
x37	4.86	4.66	25.34	9.13	11.88	-6.63	94.84	92.22	71.23	38.23	22.54	15.12	12.83	-20.55	-68.53	-83.6	-95.45	7.26	25.18	-5.56	0.92	-2.9	0.69	17.32	20.71	2.14	1.5	-6.28	-9.58	-1.7	0.45	5.5	2.11	-3.32	-13.9	16.83	3.64	-3.43	-2.64	-3.69	-6.35	-1.74	-4.27	9.27	4.86	-2.03	11.75	8.14	-15.24	3.09	-4.3	-14.63	2.32	-17.86	-0.12	7.33	12.45	-5.8	-8.2	9.98	5.45	-9.51	13.97	-1.12	4.75	11.61	0.09	7.55	-1.86	3.74	13.86	1.76	2.44	-1.91	16.48	-15.69	-8.62	0.77	-13.98	2.83	12.01	4.5	1.12	12.28	1.81	8.51	-9.23	-10.05	-5.12	-8.4	-3.96	-2.93	5.52	-3.17	-4.32	-7.81	5.13	-4.26	-4.52	-9.43
x38	6.65	6.56	-9.79	-5.51	-20.09	-6.33	30.03	22.49	3.58	10.23	-8.52	13.93	-0.11	7.74	-12.81	9.42	5	-0.59	-1.02	0.15	1.13	-18.8	7.68	-11.72	3.85	-3.48	8.57	-2.9	4.69	4.22	10.75	9.65	0.53	-18.22	-0.37	-7.15	12.64	-4.08	-11.48	-2.3	3.51	-1.61	-13.8	6.54	21.67	-3.89	-7.73	-11.85	-23.26	-0.75	-1.1	-1.27	-4.32	4.71	-14.5	-1.51	13.1	13.45	-4.83	2.93	13.84	13.96	-19.15	-5.97	-12.03	-22.64	0.36	-10.74	-15.58	4.1	4.84	-16.36	16.88	6.47	-5.36	7.22	12.86	-6.44	2.75	3.49	-3.5	-6.78	-5.32	-3.39	2.3	-2.56	6.13	-1.37	-6.11	-0.27	-3.15	-3.23	12.34	4.36	-1.12	-9.92	-21.84	0.69	17.43	3.3
x39	-17.41	1.18	-13.58	-17.99	5.81	22.58	-4.56	0.84	1.63	-3.93	-3.22	9	-2.28	-0.27	-15.17	11.84	-3.53	7.52	-12.8	0.57	10.51	-1.49	-13.03	-7.3	-7.15	2.25	-3.86	-2.85	-0.06	-3.06	-4.72	1.22	-20.08	9.48	4.14	-10.05	-14.44	-5.82	-1.09	-8.63	-15.65	-11.97	-3.12	2.41	-5.57	7.15	1.29	36.5	-2.81	17.59	12.89	16.48	-3.38	9.65	2.83	11.29	-17.54	77.24	63.73	51.62	49.47	47.48	40.53	20.51	1.5	1.22	-5.95	-24.14	-25.28	-73.61	-74.56	-77.05	-79.71	-81.74	-87.1	0.56	2.78	-9.59	-11.11	6.54	-14.42	3.6	-2.39	-11.91	-4.83	-21.78	-7.22	-3.67	-17.12	2.73	19.53	-2.87	-5.8	7.4	-9.24	-10.26	-5.33	23	0.45	-7.56
x40	29.23	-2.59	1.42	-10.22	-12.55	6.95	0.45	-0.19	-2.78	-17.56	-4.13	-6.87	7.59	-20.22	-8.63	-7.97	-16.35	-14.96	18.79	-4.4	-6.73	-9.49	18.11	1.38	0.63	8.37	1.24	13.98	-6.94	8.52	-4.7	20.67	67.43	66.71	43.35	39.17	9.21	-9.78	-22.84	-38.27	-59.91	-67.47	-73.67	-75.85	-86.7	-11.15	-11.55	-4.81	-3.21	-2.44	-5.03	14.23	4.09	16.36	3.34	0.65	6.59	14.18	-13.88	-0.59	5.32	-2.52	6.87	1.13	-2.38	11.62	5.87	6.71	3.36	21.6	-3.89	10.37	8.01	8.52	3.92	-1.69	0.11	-7.03	-0.97	0.23	0.14	-0.19	-2.47	-22.5	17.38	-4.25	-9.23	27.52	-13.51	7.01	10.72	7.28	4.34	12.73	14.68	-14.86	-16.38	-10.13	-3.04	9.01
x41	12.88	9.38	-20.07	-1.1	0.87	-6.81	62.62	33.65	33.54	27.9	18.93	0.69	-0.1	-19.54	-26.84	-76.58	-97.81	-6.59	13.23	14.65	2.94	5.2	-5.22	-2.38	-0.07	7.04	6.61	-6.62	0.24	12.54	17.34	-4.17	-5.01	-5.5	-15.96	5.84	15.6	-29.92	1.85	7.32	2.6	8.85	-2.36	3.55	12.22	2.23	7.94	-5.5	9.54	5.18	-16.9	-0.8	-4.29	8.38	10.67	-2.71	5	9.31	-15.39	-6.66	-5.05	-7.3	-0.68	-10.5	5.13	18.06	1.9	13.01	2.49	11.09	-5.47	-11.94	-7.5	4.99	-11.04	-11.58	1.46	6.12	2.19	26.55	-5.83	13.3	-3.54	4.57	-3.25	-9.89	4.29	-8.48	-11.5	-3.17	-8.86	12.4	-2.39	-2.42	5.93	-11.19	-2.29	-1.09	-9.56	-20.04
x42	17.16	-2.3	16.81	2.81	-12.11	11.92	0.61	-1.2	9.71	5.8	-6.67	-0.01	-3.22	4.98	4.85	1.85	-13.43	-0.17	-18.29	-4.83	-2.79	-9.76	18.35	-2.4	-15.83	-15.96	18.63	7.13	-13.15	-6.26	3.22	13.92	15.15	2.92	-29.8	8.31	-6.08	14.41	-6.25	-3.39	-1.96	-1.45	-18.1	4.1	15.12	-7.46	1.24	-13.85	5.5	-4.51	4.8	2.42	7.97	0.88	11	-3.9	10.17	21.32	-8.91	5.32	-13.76	-2.44	-13.81	0.58	-8.91	8.73	-4	18.84	-9.13	-0.58	-0.58	5.87	-1.1	2.05	-5.85	-5.91	0.82	-4.85	7.32	-1.25	2.83	-20.03	3.41	9.48	-4.95	21.37	7.62	-3.09	11.38	-17.83	-3.59	1.47	-14.73	-6.11	9.44	-4.02	1.47	1.74	18.8	-11.02
x43	-7.33	-0.49	-16.48	-13.67	-3.99	2.38	99.3	72.1	65.95	64.79	42.27	3.93	0.39	-26.31	-83.53	-90.18	-97.29	-4.03	-3.08	-6.65	-7.33	-13.54	-8.9	-5.13	-0.37	-29.1	26.34	-15.87	18.62	-6.37	6.43	2.69	96.07	61.75	-1.38	-2.4	-35.62	-40.24	-41.83	-48.62	-53.8	-59.58	-78.62	-90.79	-94.38	-1.24	15.47	7.54	14.4	0.58	5.22	2.1	14.61	-3.53	4.64	-20.03	-4.32	-9.29	-0.91	8.25	-12.93	7.85	-4.61	-18.05	-9.38	14.06	0.51	-6.02	-9.24	24.24	-4.59	-1.17	-5.27	-0.92	10.73	11.23	-6.78	-12.14	-17.22	21.9	-11.14	3.63	-0.12	-1.21	-3.35	0.53	10.47	-13.67	-27.71	-2.08	13.04	-6.55	11.01	13.75	9.9	-22.86	6.38	-6.15	-7.2	-5.1
x44	-7.04	0.64	-3.78	-10.6	4.69	1.93	-2.84	-5.38	6.43	10.33	8.38	-17.28	11.17	-6.42	7.24	-8.7	-12.93	2.28	10.07	11.52	-20.52	3.08	-1.2	-21.98	9.69	1.33	11.1	-11.1	1.04	18.5	18.18	6.59	92.86	51.29	50.6	37.9	35.12	32.13	25.64	13.9	-11.62	-18.5	-23.37	-46.17	-57.74	2.67	3.99	10.1	6.66	-8.66	-4.26	1.01	3.14	-6.79	-15.05	5.88	-0.14	-9.46	7.54	-1.35	9.56	-9.77	12.79	-1.05	-13.67	26.56	-7.69	20.24	7.05	9.01	-3.93	-3.73	16.66	0.42	-7.31	13.12	-3.62	-6.91	-16.69	-0	2.51	-6.16	10.68	13.75	3.04	-1.46	-6.75	-9.77	13.23	10.94	-14.05	-3.6	3.57	12.7	-11.17	5.43	-5.01	-12.3	-0.47	5.1
x45	-2.88	-5.14	-5.41	-16.01	7.53	11.26	7.06	7.24	-6.9	-12.61	19.66	-3.84	11.54	15.04	-7.54	-7.47	1.46	-10.41	13.12	10.14	0.75	15.6	-3.96	-6.96	-14.65	-3.74	1.71	-3.7	2.11	-8.01	3.28	-1.08	-13.71	11.78	-6.21	2.31	0.5	-2.73	-1.29	-9.75	1.53	-14.42	-0.11	6.91	-12.64	-2.61	-8.72	16.62	0.82	6.67	-11.64	9.9	1.24	-3.36	-13.26	-13.61	-3.21	-11.79	-15.18	16.75	-14.39	-6.32	-7.99	11.68	-1.49	-6.97	-11.13	-3.12	14.45	6.95	-10.03	-8.84	-1.32	-2.43	-1.42	-4.31	-11.44	-16.03	-10.01	-0.98	-19.85	14.09	-9.04	-10.97	13.29	-8.08	-9.1	7.47	-19.49	-5.42	-1.9	-11.41	3.99	-21.2	2.31	-14.04	-15.16	8.56	-7.96	8.9
x46	-8.19	-0.71	1.52	13.66	-20.38	4.94	68.93	53.61	38.06	37.16	10.45	0.87	-21.24	-29.81	-55.6	-77.82	-81.77	-0.81	13.43	7.3	-14.95	6.87	-4.84	3.57	-9.34	2.67	-1.95	18.73	-5.64	-1.49	-3.67	6.24	11.88	5.05	16.69	21.67	4.29	-24.59	-9.77	0.25	9.6	-1.17	7.41	9.98	0.12	9.66	1.94	-16.72	-1.63	0.02	8.42	-9.76	-3.41	7.79	7.51	-19.78	6.82	0.31	-3.37	-11.81	-22.45	13.89	-6.68	-9.29	2.28	23.79	-6.37	2.23	5.47	-25.87	1.06	21.85	-20.61	-1.25	6.06	15.21	0.85	20.35	-5.12	-10.28	-1.07	-4.91	-8.28	18.99	-10.06	6.53	-6.3	8.04	3.61	20.6	3.8	-0.12	22.23	-4.78	2.26	-6.87	-14.86	2.33	-3.45	9.3
x47	-16.66	25.13	-1.69	-15.96	-4.71	-13.39	0.92	-0.56	-7.97	10.91	7.53	-2.64	-13.82	-4.61	10.55	-17.3	-14.65	-25.7	-4.44	-0.23	-9.82	-16.2	-11.46	-10.86	13.37	2.52	-14.38	7.28	-18.31	-1.47	3.09	3.31	-16.18	10.26	5.76	6.91	-5.89	-3.18	18.73	-12.59	7.94	-10.56	-13.09	22.78	-1.76	24.14	-14.2	9.64	4.73	16.71	-8.08	7.49	15.26	-8.75	-13.31	-8.68	-4.37	-21.62	-1.69	-11.01	1.46	-4.98	75.12	73.92	27.84	18.03	4.95	-3.07	-27.2	-52.4	-54.96	-75.65	-76.26	-76.78	-12.78	-3.55	4.63	-17.03	0.77	-11.43	-3.11	-29.21	-15.27	-9.61	9.66	-3	13.44	-0.34	-3.94	11.26	-4.53	-8.44	-7.52	12.2	-1.31	-6.72	2.75	8.44	-5	6.07
x48	0.7	6.67	0.64	2.53	-1.52	1.75	3.4	-6.72	13.24	-0.67	11.95	-4.2	-12.63	2.94	-4.45	-11.63	-7.1	21.42	-7.36	-8.37	-7.19	10.49	3.35	5.82	97.19	90.73	90.07	88.73	78.68	74.77	59.18	48.65	30.84	24.79	19.49	16.32	7.8	-5.15	-21.82	-68.16	-76.07	-93.79	-1.28	1.18	14.67	3.69	-3.65	-7.61	-12.95	-5.92	-4.05	-5.09	8.46	1.52	18.6	-10.56	-5.44	1.21	-5.11	-5.91	-7.98	-10.76	8.7	-9.84	5.69	-1.5	3.63	5.55	-8.79	-19.83	-12.28	11.06	10.31	8.22	8.22	-0.44	-3.16	-19.31	-7.81	-16.14	13.97	12.01	-8.8	-9.2	7.53	-5.22	-5.22	-4.73	9.48	14.26	-1.73	5.12	2.28	7.12	-7.9	11.05	-6.07	23.88	-2.13	2.07
x49	-15.61	-2.43	5.94	-4.42	13.89	0.55	-8.17	7.67	-6.56	8.48	15.85	2.69	2.35	10.16	-12.64	-0.63	-9.11	8.34	-4.56	-9.66	-5.81	-19.09	-0.55	12.03	-0.96	5.05	-11.61	1.39	-14.86	8.47	9.97	-4.63	0.25	-6.71	0.36	-5.71	-21.83	14.53	-6.64	-0.27	-1.14	12.08	4.12	6.78	1.44	-10.19	8.34	2.73	6.38	-15.86	1.99	2.67	4.17	-9.04	-7.56	7.16	-0.22	13.68	0.4	-17.39	6.8	9.19	91.83	51.01	40.76	10.46	-0	-43.84	-53.71	-59.52	-72.99	-77.29	-77.52	-93.3	-9.97	8.97	1.65	-0.75	-10.84	-0.53	-6.39	6.99	-1.5	5	-20.1	-1.8	-7.58	-6.35	-15.17	-9.67	-11.03	-6.54	0.78	0.2	5.45	14.92	4.62	6.86	6.96	-1.47
x50	-3.51	0.94	-6.02	1.65	-3.24	15.88	7.26	-14.04	14.56	4.31	-21.29	-0.25	12.64	8.72	-3.56	-7.01	-4.76	11.53	17.51	-1.48	4.86	-9.39	-7.49	-9.78	-11.6	-4.93	-6.45	-2.54	3.24	6.97	11.04	2.85	-7.34	-11.8	10.28	-10.98	-2	6.76	1.4	6.75	-18.23	-2.1	11.37	-13.9	11.6	-2.31	7.88	1.61	-8.26	14.58	-1.05	-10.21	4.38	-4.67	-3.02	93.99	43.65	37.29	12.62	-0.07	-10.96	-16.1	-19.75	-52.8	-55.84	-5.19	-5.28	-0.39	6.07	5.19	-5.89	-2.55	-9.41	3	1.44	14.1	-4.01	-7.62	-16.39	5.5	-0.48	2.56	10.29	11.58	9.46	13.11	13.98	-4.41	-6.03	16.66	-7.51	8.43	-14.09	3.73	7.42	-17.62	3.35	12.53	17.42	9.27
x51	1.55	-9.73	6.7	-6.29	12.34	-2.9	-5.35	20.53	-6.51	7.74	-12.4	-21.45	-10.32	-4.67	4.46	-13.16	-3.59	5.53	16.96	-13.96	-6.96	16.68	8.55	-17.55	-5.63	-1.98	-14.98	-3.61	-20.9	-7.99	1.35	-10.6	-2.18	-5.16	9.89	-5	5.6	9.15	14.74	-10.95	-8.03	-6.27	5.79	1.27	-24.89	3.96	-8.52	-0.27	1.41	-0.64	8.06	-5.49	14.54	6.05	7.64	-1.51	-1.15	-8.62	3.3	-1.82	-17.22	12.96	16.58	6.35	0.49	-1.92	3.09	-4.15	-2.26	-9.44	9.89	0.36	23.32	-13.81	-10.23	-3.37	11.37	-1.82	-4.67	-3	-2.99	12.8	2.91	4.25	-6.51	-29.63	-4.68	5.24	-9.24	0.32	-3.56	-5.47	14.06	18.41	15.91	4.91	-6.38	12.05	-10.98	7.19
x52	-7.64	0.34	19.98	1.31	-2.18	5.5	0.84	-2.02	67.33	46.07	37.94	29.86	27.28	4.01	-12.32	-18.94	-46.23	-67.34	-93.22	-5.69	8.25	2.45	7.5	-0.82	-7.82	10.29	-6.82	-16.04	3.84	-3.52	1.71	-10.63	-3.33	18.22	-7.66	11.46	-8.01	8.36	15.73	18.6	-1.05	2.13	-0	-14.84	8.93	-1.88	6.74	-9.45	-3.48	14.29	-2.39	7.72	-0.27	11.5	3.86	4.25	7.2	-12.79	-7.28	1.26	2.93	-3.64	-14.52	2.81	-13.79	0.33	13.52	8.46	-4.91	10.98	-5.19	0.43	7.53	8	-4.25	-10.01	1.04	8.79	-13.2	-7.99	-0.34	-5.88	-11.65	6.38	-1.12	8.18	-6.14	-2.49	11.61	10.71	-6.9	-5.41	1.92	-5.36	17.95	-14.18	-10.17	-1.3	-8.05	-24.77
x53	-17.11	-0.91	-8.16	-3.95	-2.97	4.85	12.78	2.14	10.93	9.88	-13.06	-6.36	0.02	-11.29	15.43	-14.53	-12.26	3.7	4.56	-2.9	-6.59	-1.7	26.17	-5.97	-5.69	5.05	6.9	5.54	-4.31	-6.4	-10.33	8.9	-9.99	-3.94	16.48	-19.19	4.61	-11.86	1.13	-10.86	10.44	-12.33	1.05	5.69	-2.43	-10.21	2.08	15.7	-21.21	2.9	-6.97	-9.65	-10.12	13.24	7.64	-0.95	-7.32	16.98	-21.26	-7.44	3.28	-8.77	9.64	5.12	-1.87	-6.37	10.45	-13.45	-9.47	-9.12	-3.63	-1.12	1.07	-14.17	-11.14	-17.31	6.61	-2.46	3.54	-6.05	-10.36	12.8	4.71	-4.28	-3.47	0.24	-7.09	13.51	1.64	-3.79	-1.45	13.64	-4	1.41	4.15	-21.66	-10.96	1.55	-9.64	1.2
x54	18.17	-15.14	6.41	-2.06	-4.09	-1.53	-14.03	-6.02	4.81	3.24	-10.97	8.97	17.01	-0.79	-12.8	5.77	-13.8	-7.9	7.77	-2.59	13.73	0.69	9.8	9.23	2.46	-9.19	13.12	-18.06	16.8	0.36	2.22	-13.28	31.14	0.8	-4.09	-12.86	-9.65	6.56	2.21	3.42	0.36	14.04	-4.36	3.78	0.1	-0.15	-5.01	-9.62	-1.29	-15.15	19.44	-1.68	-0.78	11.99	-1.87	95.38	89.99	31.11	18.67	14.29	-19.63	-45.52	-72.18	-89.84	-96.25	-8.25	-0.2	6.18	1.57	3.37	-3.59	-22.78	6.76	2.91	16.63	4.46	-16.45	-7.7	21.31	-5.36	-14.19	6.37	3.67	-4.82	-16.34	9.49	4.06	11.8	-14	10.7	-7.96	-0.81	-4.41	28.32	-4.85	7.54	10.12	7.87	7.42	-6.53
x55	-14.53	-18.12	2.48	-2.01	3.17	-14.54	78.18	74.31	72.04	3.37	-4.93	-14.99	-17.29	-18.45	-32.78	-61.4	-74.66	1.83	3.51	-1.13	4.61	0.15	-5.32	-8.55	4.53	0.07	-14.57	-11	-13.16	6.37	-4.9	15.89	-5.54	-0.31	-8.23	12.54	3.16	0.91	13.76	-2.03	-24.63	7.94	-5.26	12.18	7.87	12.73	-4.92	-4.6	11.5	-6.8	5.07	3.94	6.78	-4.7	-11.99	9.52	-5.1	-14.82	-0.02	7.95	5.4	-17.12	-0.34	11.52	-3.86	-12.59	3.88	16.28	11.14	4.95	-13.7	2.43	4.74	2.5	5.36	0.86	10.98	-1.29	4.27	25.91	-7.33	7.56	-12.12	12.41	6.27	-13.52	-1.57	9.3	-2.45	8.88	-8.68	-0.93	-8.45	13.39	1.2	1.6	10.62	1.09	5.83	8.43
x56	-17.57	5.1	15.87	11.87	-2.34	9.37	2.49	6.69	86.52	63.95	33.05	-4.54	-27.32	-29.78	-42.35	-47.73	-61.56	-68.56	-78.79	-0.86	4.99	15.43	-24.24	-2.04	-5.47	-6.46	24.91	-20.58	-21.83	-11.17	2.72	-2.66	8.37	11.47	-6.58	-3.07	-11.11	1.34	-0.27	-2.7	7.18	-16.32	3.87	-9.42	-37.86	-2.4	7.87	-7.4	15.15	18.48	-4.17	10.92	9.41	3.3	-8.33	14.43	-10.01	-12.87	8.96	-2.92	2.47	-6.9	1.06	4.77	1.09	-0.79	-2.16	-1.38	0.52	-19.05	-10.23	1.94	16.87	-1.46	-1.26	-4.02	23.41	-6.64	-2.55	1.53	8.06	-8.69	-18.13	5.94	-4.52	-9.8	8.32	3.4	-4.58	17.88	5.24	-7.8	4.08	13.89	-2.21	8.56	9.48	9.84	11.39	-10.47
x57	7.71	4.73	-8.78	-0.14	-17.43	-9.48	12.58	8.77	59.41	54.97	37.7	26.59	25.29	4.72	-1.49	-3.54	-87.13	-91.98	-98.84	3.08	19.61	6.67	-6.55	-3.32	1.25	-6.32	3.64	-6.09	-11.14	11.74	-3.87	11	8.32	-3.46	4.38	6.89	-8.06	12.62	3.11	5.33	-4.52	-4.27	1.44	20.61	7.69	0.79	3.63	3.02	14.1	-20.71	3.38	-0.66	16.18	0.35	-8.63	11.01	3.9	-9.76	11.63	13.85	-11.36	2.33	-5.15	-3.78	12.6	-8.18	-0.3	4.55	-25.15	-3.65	-7.87	-7.45	1.79	-6.65	13.26	-37.38	-0.56	-5.54	-5.2	-2.59	-4.14	-14.48	1.02	0.43	6.24	6.6	9.08	4.2	-1.52	16.47	9.59	6.76	6.71	-8.2	-8.32	-17.4	3.33	5.32	13.65	-0.04
x58	0.3	-16.03	-8.54	-3.06	-5.11	10.82	-10.73	6.27	-18.83	15.79	-4.54	11.08	4.58	-23.64	0.76	-10.23	4.15	11.05	1.55	-5.72	6.07	-18.53	7.5	11.08	19.16	9.51	25.99	-18.37	-1.44	4.75	7.9	2.07	12.54	0.46	-0.94	-1.92	7.35	-0.26	-11.9	11.85	-3	-4.83	-16.5	14.71	12.45	19.92	-10.28	-2.64	2.79	0.1	-3.88	2.68	-4.29	12.99	0.73	5.81	3.04	11.43	-13.38	-10.82	-1.53	-12.84	11.4	3.63	-0.97	-0.87	-14.22	-5.85	15.11	-4.82	-5.31	1.64	-3.77	0.04	-9.63	-15.54	7.91	6.4	4	-3.01	22.39	13.36	-5.41	5.68	-17.02	-9.69	1.49	-2.7	6.54	3.05	0.05	-7.31	-17.09	6.37	5.67	-3.46	-3.33	-10.02	6.96	4.13
