Number of planted biclusters: 2
Bicluster coverage: 50.0%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


Bicluster #0 (50, 50)
Rows=[0,2,3,6,7,9,10,16,17,20,22,24,25,27,28,29,30,33,38,39,40,42,45,46,52,53,54,55,56,57,58,64,66,69,70,74,75,77,78,79,80,82,83,87,88,90,91,94,95,98], Columns=[0,1,3,4,6,10,11,14,15,17,20,21,22,25,27,29,30,32,38,39,42,43,46,47,48,50,52,54,55,56,57,59,60,61,62,63,65,69,75,78,84,86,89,91,92,93,94,96,97,98], RowPattern=Constant, ColumnPattern=Constant, %Missings=0, %Noise=0, %Errors=0, PlaidCoherency=Additive

X	y0	y1	y3	y4	y6	y10	y11	y14	y15	y17	y20	y21	y22	y25	y27	y29	y30	y32	y38	y39	y42	y43	y46	y47	y48	y50	y52	y54	y55	y56	y57	y59	y60	y61	y62	y63	y65	y69	y75	y78	y84	y86	y89	y91	y92	y93	y94	y96	y97	y98
x3	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x4	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x6	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x7	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x8	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x9	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x10	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x12	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x13	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x16	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x17	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x18	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x19	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x20	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x22	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x23	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x24	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x25	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x27	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x28	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x29	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x30	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x32	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x33	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x36	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x37	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x38	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x39	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x40	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x41	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x42	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x44	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x45	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x46	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x49	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x51	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x52	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	52.56	46.57	46.57	52.56	46.57	52.56	46.57	46.57	46.57	52.56	52.56	46.57	46.57	46.57	46.57	46.57	52.56	46.57	46.57	52.56	46.57	46.57	46.57	46.57	46.57	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x60	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x61	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x65	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x72	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x73	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x86	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x89	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x92	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x93	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x97	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56
x99	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56	52.56

