X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99
x30	46.57	46.57	52.56	46.57	46.57	52.56	46.57	-43.36	52.56	-23.16	46.57	46.57	52.56	5.19	46.57	46.57	52.56	46.57	52.56	-22.33	46.57	46.57	46.57	52.56	52.56	46.57	-19.91	46.57	-46.25	46.57	46.57	-27.42	46.57	-45.29	17.95	52.56	-3.54	-19.93	46.57	46.57	52.56	-27.52	46.57	46.57	-4.44	-40.82	46.57	46.57	46.57	52.56	-5.99	39.28	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	-25.02	-5.99	-5.99	-5.99	-5.99	-5.99	-18.46	-5.99	52.56	52.56	52.56	-5.99	52.56	21.89	52.56	-3.5	52.56	-5.99	52.56	53.5	-5.99	-25.73	17.22	-0.03	52.56	52.56	-5.99	52.56	-5.99	34.96	-5.47	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x31	31.31	-48.16	31.67	-7.74	-36.16	51.21	-34.62	34.09	-43.48	15.82	12.09	-11.99	10.81	70.09	-31.58	0.21	-3.87	40.51	-0.67	-17.53	14.49	-71.85	10.67	3.52	-30.75	8.08	-29	-4.71	-32.47	-11.8	-30.92	2.63	-25.22	11.87	-28.97	21.24	11.37	-31.29	-16.47	26.14	-39.04	26.16	26.29	-45.48	-39.47	53.23	19.96	-0.28	-0.32	-10.89	-29.68	-3.17	2.21	27.82	-13.99	-7.85	-7.11	-11.91	-13.52	37.82	16.17	-25.26	57.95	58.58	26.94	17.3	34.93	-20.26	28.46	30.89	-26.58	-10.18	-18.14	-33.39	4.54	7.54	26.29	41.33	-26.29	23.36	-36.9	-42.04	8.84	6.79	24.19	2.88	-27.99	-8.18	15.37	13.92	-48.15	-49.99	4.24	68.16	11.95	83.6	18.54	-25.64	48.71	-52.75
x32	52.56	52.56	52.56	52.56	52.56	52.56	52.56	15.37	52.56	-8.2	52.56	52.56	52.56	-17.81	52.56	52.56	52.56	52.56	52.56	34.01	52.56	52.56	52.56	52.56	52.56	52.56	11.23	52.56	3.68	52.56	52.56	-18.34	52.56	-39.27	-18.84	52.56	46.54	-36.81	52.56	52.56	52.56	-8.52	52.56	52.56	-1.15	9.89	52.56	52.56	52.56	52.56	5.64	-45.66	22.21	52.56	-14.67	4.89	-4.23	4.37	37.96	47.33	1.64	4.5	-66.48	16.02	6.72	-20.52	52.56	52.56	52.56	54.48	52.56	0.61	52.56	56.89	52.56	3	52.56	23.5	-5.79	-26.33	6.47	-10.85	52.56	52.56	2.45	52.56	-7.28	-41.46	-30.91	-22.88	52.56	1.85	-37.57	-49.74	-6.1	52.56	-8.79	25.74	-47.09	52.56
x33	46.57	46.57	52.56	46.57	46.57	52.56	46.57	7.76	52.56	47.3	46.57	46.57	52.56	26.8	46.57	46.57	52.56	46.57	52.56	43.04	46.57	46.57	46.57	52.56	52.56	46.57	40.43	46.57	-21.27	46.57	46.57	1.43	46.57	12.47	0.87	52.56	6.52	-35.29	46.57	46.57	52.56	20.6	46.57	46.57	39.49	-16.82	46.57	46.57	46.57	52.56	-5.99	-9.55	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	9.6	-5.99	-5.99	-5.99	-5.99	-5.99	-2.86	-5.99	52.56	52.56	52.56	-5.99	52.56	-19.33	52.56	-16.29	52.56	-5.99	52.56	35.16	-5.99	-42.43	-2.17	-16.18	52.56	52.56	-5.99	52.56	-5.99	4.35	-7.89	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x34	15.04	-60.94	26.13	36.39	-23.46	-20.24	44.11	10.85	-67.3	51.28	-55.63	-5.92	-25.83	-18.03	20.56	3.27	7.35	-16.24	26.76	13.15	-25.41	-10.04	17.21	3.43	-26.99	22.22	-36.82	-1.51	19.53	-1.31	-2.78	7.11	-70.06	8.56	-1.56	18.51	-47.76	-85.06	-3.09	-37.83	29.81	5.5	42.01	-1.59	46.05	-22.91	-5.59	21.72	-29.29	34.7	-22.77	7.81	-46.43	-4.79	-7.74	-15.06	17.8	-7.21	-16.25	-27.43	-1.21	-68.37	16.46	-16.62	-9.46	-37.88	37.14	29.97	29.58	-7.64	-43.72	1.98	-19.73	4.8	-83.72	33.78	54.62	50.22	1.59	4.26	9.34	37.42	-42.48	19.92	-26.98	17.81	-44.02	48.41	-8.21	-26.73	-8.06	16.68	36.48	2.8	63.64	-52.14	30.59	-16.39	2.35	-22.06
x35	25.28	48.8	20.73	33.81	-10.34	-57.51	15.17	20.23	-28.42	22.22	-3.9	-100	-2.93	-2.94	-11.69	29.56	-18.11	-1.46	-64.79	-7.88	22.28	-25.06	26.99	-25.07	-18.44	15.66	-18.13	-8.2	-15.52	-36.93	15.49	17.84	18.73	-23.14	51.34	-23.72	-21.14	-37.61	5.95	-16.57	12.31	28.1	-14.79	16.3	21.95	-9.7	-6.67	21.55	-20.73	-25	9.96	53.98	-16.23	45.41	10.72	10.14	33.06	24.81	-3.14	4.67	0.49	22.56	-10.63	-46.26	5.76	-5.8	46.28	37.69	59.69	23.21	-67.13	1.86	9.56	-3.05	-11.9	21.19	11.9	27.46	16.82	51.19	29.63	-2.82	21.47	-53.75	-24.43	49.33	-4.93	12.63	-47.46	-39.38	-61.24	38.88	-54.46	34.69	-31.13	-0.45	-30.14	64.96	-6.31	-7.52
x36	52.56	52.56	52.56	52.56	52.56	52.56	52.56	6.69	52.56	-52.42	52.56	52.56	52.56	45.75	52.56	52.56	52.56	52.56	52.56	-52.36	52.56	52.56	52.56	52.56	52.56	52.56	-28.96	52.56	47.09	52.56	52.56	5.43	52.56	-45.77	-15.02	52.56	-20.29	-31.49	52.56	52.56	52.56	34	52.56	52.56	13.68	-11.06	52.56	52.56	52.56	52.56	-37.81	14.56	18.72	52.56	-35.57	-47.51	-19.72	-0.65	6.03	-7.31	46.35	-82.69	8.57	13.4	-21.3	15.65	52.56	52.56	52.56	31.82	52.56	-4.41	52.56	-43.62	52.56	-4.74	52.56	-35.74	7.83	-12.54	20.02	18.87	52.56	52.56	18.48	52.56	70.84	-4.16	-24.42	-21.64	52.56	10.25	-42.48	11.98	-12.66	52.56	27.77	-19.47	3.85	52.56
x37	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-10.78	52.56	44.05	52.56	52.56	52.56	-38.43	52.56	52.56	52.56	52.56	52.56	12.07	52.56	52.56	52.56	52.56	52.56	52.56	17.6	52.56	22.19	52.56	52.56	14.82	52.56	-16.01	5.51	52.56	7.87	-23.55	52.56	52.56	52.56	-13.82	52.56	52.56	-52.14	2.09	52.56	52.56	52.56	52.56	-30.31	-41.22	12.04	52.56	-48.04	28.02	4.79	-30.92	29.28	22.05	19.76	-5.43	21.94	-10.45	38.03	30.23	52.56	52.56	52.56	-27.07	52.56	14.21	52.56	76.76	52.56	52.62	52.56	16.27	34.85	-0.04	18.1	16.88	52.56	52.56	-32.12	52.56	58.83	-22.12	13.23	-28.51	52.56	-10.29	4.14	6.32	-12.67	52.56	-43.71	-61.41	-55.18	52.56
x38	46.57	46.57	52.56	46.57	46.57	52.56	46.57	-7.26	52.56	7.92	46.57	46.57	52.56	-8.57	46.57	46.57	52.56	46.57	52.56	-11.82	46.57	46.57	46.57	52.56	52.56	46.57	7.47	46.57	-23.15	46.57	46.57	-21.16	46.57	-78.92	96.64	52.56	21.04	-38.32	46.57	46.57	52.56	12.42	46.57	46.57	7.27	-4.77	46.57	46.57	46.57	52.56	-5.99	-30.26	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	36.83	-5.99	-5.99	-5.99	-5.99	-5.99	-43.91	-5.99	52.56	52.56	52.56	-5.99	52.56	-1.1	52.56	-39.56	52.56	-5.99	52.56	15.11	-5.99	24.15	-22.99	11.27	52.56	52.56	-5.99	52.56	-5.99	-21.48	29.57	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x39	46.57	46.57	52.56	46.57	46.57	52.56	46.57	-22.9	52.56	5.62	46.57	46.57	52.56	13.76	46.57	46.57	52.56	46.57	52.56	37.62	46.57	46.57	46.57	52.56	52.56	46.57	23.22	46.57	35.16	46.57	46.57	32.09	46.57	-35.39	-38.24	52.56	-33.98	-43.98	46.57	46.57	52.56	11.56	46.57	46.57	19.34	-59.55	46.57	46.57	46.57	52.56	-5.99	-30.32	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	8.92	-5.99	-5.99	-5.99	-5.99	-5.99	-12.83	-5.99	52.56	52.56	52.56	-5.99	52.56	-28.72	52.56	-16.61	52.56	-5.99	52.56	68.01	-5.99	91.18	26.89	-2.97	52.56	52.56	-5.99	52.56	-5.99	4.73	-16.97	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x40	46.57	46.57	52.56	46.57	46.57	52.56	46.57	-20.74	52.56	13.53	46.57	46.57	52.56	-50.18	46.57	46.57	52.56	46.57	52.56	-18.54	46.57	46.57	46.57	52.56	52.56	46.57	-18.72	46.57	-38.97	46.57	46.57	61.34	46.57	-17.17	-4.65	52.56	35.87	34.6	46.57	46.57	52.56	19.59	46.57	46.57	29.05	41.78	46.57	46.57	46.57	52.56	-5.99	-8.43	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	19.27	-5.99	-5.99	-5.99	-5.99	-5.99	-16.6	-5.99	52.56	52.56	52.56	-5.99	52.56	11.11	52.56	-14.04	52.56	-5.99	52.56	13.12	-5.99	-98.06	-29.28	14.21	52.56	52.56	-5.99	52.56	-5.99	-17.88	-5.49	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x41	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-45.8	52.56	10.49	52.56	52.56	52.56	-49.59	52.56	52.56	52.56	52.56	52.56	26.27	52.56	52.56	52.56	52.56	52.56	52.56	47.96	52.56	-1.86	52.56	52.56	28.06	52.56	44.8	31.45	52.56	13.35	-50.82	52.56	52.56	52.56	1.62	52.56	52.56	11.2	-18.94	52.56	52.56	52.56	52.56	5.76	-8.66	-45.57	52.56	-5.03	21.94	25.33	-49.37	3.3	32.83	15.51	34.64	21.38	-42.56	-60.59	-26.38	52.56	52.56	52.56	35.6	52.56	-56.64	52.56	-14.16	52.56	33.48	52.56	22.48	-44.47	-1.75	-26.45	9.01	52.56	52.56	-23.73	52.56	18.37	-42.72	-4.2	-9.39	52.56	5.58	4.23	1.47	50.75	52.56	29.25	-16.87	11.92	52.56
x42	46.57	46.57	52.56	46.57	46.57	52.56	46.57	6.15	52.56	36.9	46.57	46.57	52.56	16.45	46.57	46.57	52.56	46.57	52.56	6.65	46.57	46.57	46.57	52.56	52.56	46.57	17.1	46.57	-34.53	46.57	46.57	-27.66	46.57	8.74	11.93	52.56	-25.96	16.33	46.57	46.57	52.56	-8.52	46.57	46.57	34.29	2.99	46.57	46.57	46.57	52.56	-5.99	12.01	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	-23.48	-5.99	-5.99	-5.99	-5.99	-5.99	-34.68	-5.99	52.56	52.56	52.56	-5.99	52.56	-24.59	52.56	6.99	52.56	-5.99	52.56	-14.85	-5.99	-37.12	4.08	42.42	52.56	52.56	-5.99	52.56	-5.99	55.88	59.56	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x43	25.5	-21.73	-30.18	28.9	-17.23	-50.92	67.94	-43.04	36.86	24.29	12.23	-21.65	-2.18	18.43	12.73	-10.6	27.16	-53.15	3.28	6.83	49.63	-7.33	5.94	1.07	21.17	-17.83	-32.43	16.34	12.06	7.71	-22.09	-10.17	31.84	-31.96	-34.69	-23.23	55.31	-40.62	-1.11	-7.82	-10.08	-48.93	-22.55	11.85	2.53	-12.15	-10.04	-5.4	19.98	36.93	6.22	11.74	9.93	0.13	2.58	2.25	-63.34	-0.08	-17.4	-38.65	36.83	29.69	-39.2	2.21	5.98	-33.16	-35.45	1.68	14.32	11.5	8.79	-22.3	-53.63	27.01	12.63	-36.37	-41.54	-18.09	36.84	-7.92	-27.44	45.83	29.42	-7.23	29.21	3.54	-10.22	16.54	8.47	-66.64	0.7	29.75	43.94	20.1	51.42	-39.42	17.21	-15.94	60.99	-59.4
x44	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-22.77	52.56	-5.74	52.56	52.56	52.56	37.8	52.56	52.56	52.56	52.56	52.56	54.24	52.56	52.56	52.56	52.56	52.56	52.56	33.97	52.56	20.55	52.56	52.56	-30.56	52.56	-16.22	14.6	52.56	74.37	1.6	52.56	52.56	52.56	6.53	52.56	52.56	-26.53	-6.44	52.56	52.56	52.56	52.56	-24.45	-32.79	41.05	52.56	3.42	33.7	-0.31	-10.65	42.28	19.92	1.75	18.31	7.84	-64.38	-7.39	-23.33	52.56	52.56	52.56	17.72	52.56	18.7	52.56	-15.45	52.56	-20.53	52.56	-14.08	57.53	53.83	41.83	9.82	52.56	52.56	6.24	52.56	16.96	-3.86	-28.73	-40.67	52.56	-28.3	-24.73	-22.82	5.39	52.56	34.82	-26.68	-89.52	52.56
x45	46.57	46.57	52.56	46.57	46.57	52.56	46.57	-94.13	52.56	46.56	46.57	46.57	52.56	22.64	46.57	46.57	52.56	46.57	52.56	-8.4	46.57	46.57	46.57	52.56	52.56	46.57	-33.03	46.57	29.41	46.57	46.57	-27.35	46.57	-52.24	-21.49	52.56	-80.44	-2.19	46.57	46.57	52.56	28	46.57	46.57	13.55	-56.74	46.57	46.57	46.57	52.56	-5.99	-14.56	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	32.42	-5.99	-5.99	-5.99	-5.99	-5.99	-82.05	-5.99	52.56	52.56	52.56	-5.99	52.56	30.78	52.56	-10.2	52.56	-5.99	52.56	14.49	-5.99	38.28	6.36	-27.14	52.56	52.56	-5.99	52.56	-5.99	-1.32	-6.25	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x46	46.57	46.57	52.56	46.57	46.57	52.56	46.57	0.17	52.56	-22.56	46.57	46.57	52.56	-10.58	46.57	46.57	52.56	46.57	52.56	-46.67	46.57	46.57	46.57	52.56	52.56	46.57	-28.79	46.57	40.87	46.57	46.57	-27.42	46.57	-43.52	62.79	52.56	-71.89	15	46.57	46.57	52.56	-60.84	46.57	46.57	-31.7	23.03	46.57	46.57	46.57	52.56	-5.99	28.48	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	12.36	-5.99	-5.99	-5.99	-5.99	-5.99	41.67	-5.99	52.56	52.56	52.56	-5.99	52.56	19.99	52.56	15.32	52.56	-5.99	52.56	-5.78	-5.99	-19.75	16.59	2.5	52.56	52.56	-5.99	52.56	-5.99	11.8	39.83	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x47	15.24	54.59	9.79	6.66	-9.07	10.58	80.57	58.32	16.76	-34.53	-35.97	-34.32	-0.29	20.49	-4.27	25.39	-47.76	-57.53	-41.99	-28.14	10.65	-47.64	-18.26	-24.23	20.48	-3.25	-9.45	-3.19	-5.88	-0.85	3.14	-11.7	9.8	-32.09	-14.49	-5.08	-6.03	21.7	37.98	25.57	-43.78	5.78	-6.8	-23.02	15.08	-11.24	-13.04	49.03	-12.58	58.27	48.9	49.95	-27.59	39.96	31.72	-20.69	-5.19	-7.85	-34.57	0.43	29.95	-5.54	36.9	-39.81	-11.41	-49.3	-8	-28.06	44.27	17.96	-22.37	-4.39	-50.97	-8.05	10.03	7.51	19.91	-23.06	18.43	1.99	-4.83	-26.27	-27.4	-33.51	-20.75	-70.51	36.79	-2.05	13.56	33.07	-17.95	6.83	-83.5	-26.4	12.2	12.4	29	14.47	5.46	14.16
x48	1.01	-28.93	-38.39	26.67	-35	15.05	1.95	8.67	59.85	-22.92	-17.97	8.32	-8.76	-52.03	20.81	12.5	4.44	-15.2	-12.73	-0.82	-77.34	-59.75	94.03	27.54	31.13	2.55	-15.08	-50.1	-17.78	-1.42	41.44	14.64	-57.05	-29.77	-4.64	-10.64	6.55	-25.92	22.07	31.78	-39.5	1.48	-7.21	18.01	-40.06	43.12	2.47	27.39	43.78	-62.9	-55.5	-12.9	10.94	25.53	-51.3	54.11	-60.3	-44.87	-26.5	-82.3	-13.43	33.75	6.15	28.49	-10.7	-19.67	-34.79	7.9	12.39	4.94	-34.41	28.39	-9.9	49.92	-23.85	31.91	-44.66	20.02	-7.12	18.89	2.82	31.7	16.62	44.81	26.11	-38.76	11.27	31.94	-48.55	-14.14	-28.6	-3.49	19.92	12.08	3.23	18.4	26.66	1.25	24.16	-21.34
x49	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-20.65	52.56	-70.46	52.56	52.56	52.56	23.51	52.56	52.56	52.56	52.56	52.56	-6.77	52.56	52.56	52.56	52.56	52.56	52.56	15.91	52.56	-11.66	52.56	52.56	27.39	52.56	-12.76	-18.28	52.56	-39.11	1.64	52.56	52.56	52.56	34.61	52.56	52.56	29.05	25.78	52.56	52.56	52.56	52.56	27.99	-15.44	40.99	52.56	53.04	-11.17	11.98	36.33	21.32	21.07	19.33	-35.98	-12	-9.22	-44.18	-25.61	52.56	52.56	52.56	-22.96	52.56	-29.41	52.56	-39.81	52.56	0.44	52.56	23.28	14.43	-3.45	-20.62	-38.19	52.56	52.56	-9.16	52.56	0.94	-4.15	-9.31	-48.82	52.56	19.24	0.99	8.09	-13.86	52.56	-46.41	32.06	47.83	52.56
x50	-40.93	-12.05	-5.6	-40.6	1.43	-43.52	1.37	0.32	21.42	-9.43	24.28	2.96	-1.63	11.91	-18.03	-2.87	9.04	-38.12	-27	-41.52	-43.55	26.51	25.84	-34.92	-32.54	15.32	2.06	18.66	39.93	-12.31	-16.79	-11.74	-12.16	-45.22	85.74	21.5	-9.53	-4.42	-17.26	-19.94	-24.15	-34.96	-30.4	-9.61	-47.37	2.91	9.06	-40.37	-42.4	23.66	19.34	-17.96	-13.63	5.35	-61.41	23.7	0.45	-6.83	-18.73	21.89	-6.71	42.2	19.68	4.06	-62.74	39.53	-13.09	-49.42	-41.07	33.62	7.99	-6.75	-33.42	58.56	-13.56	-27.08	12.17	28.36	-11.78	-0.99	8.61	62.7	-29.79	21.5	28.21	-16.64	-5.59	-38.33	-15.51	18.83	-11.62	13.59	26.77	11.94	-7.9	10.56	-5.54	-27.13	13.42	-63.11
x51	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-19.99	52.56	-21.67	52.56	52.56	52.56	22.47	52.56	52.56	52.56	52.56	52.56	-35.06	52.56	52.56	52.56	52.56	52.56	52.56	53.33	52.56	30.58	52.56	52.56	-21.39	52.56	11.06	36.79	52.56	1.7	-30.03	52.56	52.56	52.56	8.61	52.56	52.56	-4.98	12.81	52.56	52.56	52.56	52.56	37.24	20.17	46.96	52.56	-66.98	-23.01	7.47	2.65	26.54	19.44	54.05	-16.43	1.34	-28.74	13.36	-49.87	52.56	52.56	52.56	57.29	52.56	-41.25	52.56	6.94	52.56	-3.07	52.56	29.78	-12.28	-29.68	9.1	-46.42	52.56	52.56	-20.8	52.56	25.74	-5.15	57.64	-1.15	52.56	29.39	21.94	10.15	30.38	52.56	-0.57	-0.57	-0.8	52.56
x52	46.57	46.57	52.56	46.57	46.57	52.56	46.57	-23.16	52.56	46.24	46.57	46.57	52.56	-48.41	46.57	46.57	52.56	46.57	52.56	2.8	46.57	46.57	46.57	52.56	52.56	46.57	-3.83	46.57	-11.74	46.57	46.57	-34.12	46.57	-14.19	21.48	52.56	-37.4	46.91	46.57	46.57	52.56	3.8	46.57	46.57	-22.26	-10.28	46.57	46.57	46.57	52.56	-5.99	41.19	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	40.26	-5.99	-5.99	-5.99	-5.99	-5.99	-11.98	-5.99	52.56	52.56	52.56	-5.99	52.56	36.37	52.56	38.94	52.56	-5.99	52.56	40.88	-5.99	11.84	-17.59	70.33	52.56	52.56	-5.99	52.56	-5.99	53.09	-2.08	-5.99	52.56	-5.99	-5.99	-5.99	-5.99	52.56	-5.99	-5.99	-5.99	52.56
x53	-5.99	-5.99	-0.21	-5.99	-5.99	22.66	-5.99	28.65	-20.32	31.7	-5.99	-5.99	37.04	-28.09	-5.99	-5.99	21.9	-5.99	5.28	-46.75	-5.99	-5.99	-5.99	5.98	-6.25	-5.99	5.32	-5.99	22.27	-5.99	-5.99	-2.23	-5.99	10.7	-44.44	-40.1	-25.72	-35	-5.99	-5.99	3.85	20.3	-5.99	-5.99	-55.32	26.34	-5.99	-5.99	-5.99	35.69	-5.99	10.47	-5.99	-23.56	-5.99	-5.99	-5.99	-5.99	11.56	-5.99	-5.99	-5.99	-5.99	-5.99	17.61	-5.99	26.06	-8.99	-13.45	-5.99	12.43	-43.81	6.76	45.49	33.01	-5.99	16.81	2.16	-5.99	43.28	36.86	-4.52	-7.84	-17.24	-5.99	3.74	-5.99	-12.26	-30.27	-5.99	-18.04	-5.99	-5.99	-5.99	-5.99	-23.03	-5.99	-5.99	-5.99	22.28
x54	-5.99	-5.99	-11.82	-5.99	-5.99	-69.81	-5.99	-19.22	-60.2	-29.94	-5.99	-5.99	-16.86	-18.73	-5.99	-5.99	13.82	-5.99	23.17	-26.74	-5.99	-5.99	-5.99	-1.43	-4.21	-5.99	-21.99	-5.99	-64.05	-5.99	-5.99	-50	-5.99	-1.02	38.56	7.66	11.51	-63.45	-5.99	-5.99	-42.03	-23.19	-5.99	-5.99	19.33	-12.52	-5.99	-5.99	-5.99	-0.32	-5.99	20.08	-5.99	27.93	-5.99	-5.99	-5.99	-5.99	21.39	-5.99	-5.99	-5.99	-5.99	-5.99	17.8	-5.99	6.57	-9.92	-8.39	-5.99	-14.36	-5.25	32.53	-16.5	27.96	-5.99	21.38	3.03	-5.99	37.2	-36.71	-2.05	31.67	8.8	-5.99	33.99	-5.99	-36.44	46.57	-5.99	13.68	-5.99	-5.99	-5.99	-5.99	47.25	-5.99	-5.99	-5.99	7.06
x55	-5.99	-5.99	-33.88	-5.99	-5.99	22.76	-5.99	-52.85	-60.63	36.78	-5.99	-5.99	-38.69	7.4	-5.99	-5.99	0.34	-5.99	-0.61	-5.94	-5.99	-5.99	-5.99	23.32	16.22	-5.99	29.25	-5.99	24.98	-5.99	-5.99	6.93	-5.99	-68.46	-23.58	12.18	-4.19	-24.8	-5.99	-5.99	2.1	-18.57	-5.99	-5.99	-7.06	59.08	-5.99	-5.99	-5.99	-62.19	-5.99	-19.26	-5.99	5.51	-5.99	-5.99	-5.99	-5.99	-4.25	-5.99	-5.99	-5.99	-5.99	-5.99	18.52	-5.99	-50.53	37.49	49.74	-5.99	-58.49	-5.52	-21.7	-39.52	12.39	-5.99	31.21	-40.48	-5.99	-24.73	10.74	-0.28	56.94	-29.8	-5.99	6.8	-5.99	-8.99	-4.4	-5.99	-20.07	-5.99	-5.99	-5.99	-5.99	-39.87	-5.99	-5.99	-5.99	-37.14
x56	-5.99	-5.99	-20.14	-5.99	-5.99	-27.36	-5.99	23.3	12.95	50.62	-5.99	-5.99	-11.35	-6.23	-5.99	-5.99	7.28	-5.99	7.51	25.76	-5.99	-5.99	-5.99	1.18	-39	-5.99	30.74	-5.99	6.53	-5.99	-5.99	51.57	-5.99	-65.07	-3.26	-22.88	-39.36	-3.77	-5.99	-5.99	11.58	9.51	-5.99	-5.99	1.7	-19.71	-5.99	-5.99	-5.99	2.74	-5.99	-31.37	-5.99	29.23	-5.99	-5.99	-5.99	-5.99	-58.33	-5.99	-5.99	-5.99	-5.99	-5.99	22.19	-5.99	41.52	-17.18	-8.17	-5.99	-27.52	28.16	18.75	0.93	37.96	-5.99	34.89	5.12	-5.99	45.02	-52.52	29.99	-65.88	-20.22	-5.99	-0.66	-5.99	9.74	71.7	-5.99	55.56	-5.99	-5.99	-5.99	-5.99	53.91	-5.99	-5.99	-5.99	-3.16
x57	-5.99	-5.99	5.98	-5.99	-5.99	15.93	-5.99	-3.27	12.92	12.91	-5.99	-5.99	-19.75	-1.23	-5.99	-5.99	-31.8	-5.99	-85.52	-0.86	-5.99	-5.99	-5.99	-63.76	27.91	-5.99	-13.72	-5.99	27.75	-5.99	-5.99	-23.55	-5.99	-43.11	-36.68	15.76	21.35	-49.81	-5.99	-5.99	-18.18	-40.71	-5.99	-5.99	-8.59	32.72	-5.99	-5.99	-5.99	29.56	-5.99	23	-5.99	-38.9	-5.99	-5.99	-5.99	-5.99	2.13	-5.99	-5.99	-5.99	-5.99	-5.99	-12.58	-5.99	2.59	29.7	32.46	-5.99	20.69	-14.82	39.98	-6.05	13.04	-5.99	-35.94	42.31	-5.99	-15.12	-7.93	26.62	5.77	42.05	-5.99	7.52	-5.99	14.54	61.78	-5.99	16.8	-5.99	-5.99	-5.99	-5.99	20.89	-5.99	-5.99	-5.99	20.46
x58	-5.99	-5.99	3.53	-5.99	-5.99	-19.2	-5.99	5.59	64.27	-17.94	-5.99	-5.99	-9.88	49.54	-5.99	-5.99	7.73	-5.99	23	5.2	-5.99	-5.99	-5.99	-14.67	54.32	-5.99	4.91	-5.99	40.71	-5.99	-5.99	-44.87	-5.99	32.37	-14.35	23.04	14.94	7.06	-5.99	-5.99	32.72	-25.41	-5.99	-5.99	17.73	35.22	-5.99	-5.99	-5.99	-37.91	-5.99	-5.29	-5.99	15.91	-5.99	-5.99	-5.99	-5.99	35.27	-5.99	-5.99	-5.99	-5.99	-5.99	6.62	-5.99	40.82	58.08	-11.24	-5.99	40.38	2.23	46.88	-8.22	43.1	-5.99	-29.33	-19.69	-5.99	-18.66	-40.12	30.79	17.23	5.38	-5.99	-60.03	-5.99	37.3	-7.85	-5.99	27.55	-5.99	-5.99	-5.99	-5.99	69.41	-5.99	-5.99	-5.99	73.88
x59	15.11	13.43	-7.37	-10.74	-35.58	-3.07	-11.25	-17.89	11.33	-10.21	4.97	-61.25	27.16	-14.52	-7.95	4.61	2.12	-84.45	28.32	-1	-0.35	-11.19	-36.86	13.49	48.77	-14.7	-7.81	-8.79	31.28	62.19	11.79	-24.45	-62.76	8.8	-27.9	51.59	24.63	-30.25	-18.67	21.56	-15.51	-47.61	-32.05	11.53	-5.79	50.66	20.32	27.72	-20.97	-50.67	-0.14	21.53	1.41	-21.22	32.33	72.28	-11.84	-29.17	49.88	-14.05	-49.11	-2.01	50.77	30.16	-16.62	20.82	20.42	-19.66	43.04	34.39	2.31	16.14	20.16	-13.01	3.51	-49.35	-25.76	-25.71	-40.32	10.39	0.75	19.69	10.17	-1.32	-53.94	-61.04	51.87	-49.28	-20.65	-27.64	-76.88	-37.64	17.92	12.34	12.8	0.53	32.89	-7.94	-12.58	25.93
